"f" "voor" "ref" "hyp"
"99" "02092021_result.TextGrid" 5 "sa" "####"
"100" "02092021_result.TextGrid" 5 "mulle" "samule"
"101" "02092021_result.TextGrid" 5 "kirjutasid" "kirjutasin"
"102" "02092021_result.TextGrid" 5 "ma" "ma"
"103" "02092021_result.TextGrid" 5 "juba" "juba"
"104" "02092021_result.TextGrid" 5 "natuke" "natuke"
"105" "02092021_result.TextGrid" 5 "teadsin" "teadsin"
"106" "02092021_result.TextGrid" 5 "sind" "sind"
"107" "02092021_result.TextGrid" 5 "ma" "ma"
"108" "02092021_result.TextGrid" 5 "ei" "ei"
"109" "02092021_result.TextGrid" 5 "ole" "ole"
"110" "02092021_result.TextGrid" 5 "stalker" "stalker"
"111" "02092021_result.TextGrid" 5 "aga" "aga"
"112" "02092021_result.TextGrid" 5 "ma" "ma"
"113" "02092021_result.TextGrid" 5 "nägin" "nägin"
"114" "02092021_result.TextGrid" 5 "kunagi" "kunagi"
"115" "02092021_result.TextGrid" 5 "yes" "####"
"116" "02092021_result.TextGrid" 5 "you" "####"
"117" "02092021_result.TextGrid" 5 "are" "####"
"118" "02092021_result.TextGrid" 5 "yes" "####"
"119" "02092021_result.TextGrid" 5 "i" "####"
"120" "02092021_result.TextGrid" 5 "am" "####"
"121" "02092021_result.TextGrid" 5 "maybe" "####"
"122" "02092021_result.TextGrid" 6 "nägin" "nägin"
"123" "02092021_result.TextGrid" 6 "viceis" "vaiseis"
"124" "02092021_result.TextGrid" 6 "sellist" "sellist"
"125" "02092021_result.TextGrid" 6 "videot" "videot"
"126" "02092021_result.TextGrid" 6 "performances" "performances"
"127" "02092021_result.TextGrid" 6 "for" "forpet"
"128" "02092021_result.TextGrid" 6 "pets" "####"
"129" "02092021_result.TextGrid" 6 "ja" "####"
"130" "02092021_result.TextGrid" 6 "siis" "siis"
"131" "02092021_result.TextGrid" 6 "ma" "ma"
"132" "02092021_result.TextGrid" 6 "vaatasin" "vaatasin"
"133" "02092021_result.TextGrid" 6 "et" "et"
"134" "02092021_result.TextGrid" 6 "seal" "seal"
"135" "02092021_result.TextGrid" 6 "on" "on"
"136" "02092021_result.TextGrid" 6 "nagu" "nagu"
"137" "02092021_result.TextGrid" 6 "üks" "üks"
"138" "02092021_result.TextGrid" 6 "nimi" "nimi"
"139" "02092021_result.TextGrid" 6 "on" "on"
"140" "02092021_result.TextGrid" 6 "väga" "väga"
"141" "02092021_result.TextGrid" 6 "eestilik" "eestilik"
"142" "02092021_result.TextGrid" 6 "et" "et"
"143" "02092021_result.TextGrid" 6 "krõõt" "krõõt"
"144" "02092021_result.TextGrid" 6 "ja" "ja"
"145" "02092021_result.TextGrid" 6 "ja" "####"
"146" "02092021_result.TextGrid" 6 "siis" "siis"
"147" "02092021_result.TextGrid" 6 "ma" "ma"
"148" "02092021_result.TextGrid" 6 "nagu" "nagu"
"149" "02092021_result.TextGrid" 6 "vaatasin" "vaatasin"
"150" "02092021_result.TextGrid" 6 "tuligi" "tuligi"
"151" "02092021_result.TextGrid" 6 "välja" "välja"
"152" "02092021_result.TextGrid" 6 "et" "et"
"153" "02092021_result.TextGrid" 6 "####" "ta"
"154" "02092021_result.TextGrid" 6 "on" "on"
"155" "02092021_result.TextGrid" 6 "eestlane" "eestlane"
"156" "02092021_result.TextGrid" 6 "ja" "ja"
"157" "02092021_result.TextGrid" 6 "mõtlesin" "mõtlesin"
"158" "02092021_result.TextGrid" 6 "et" "et"
"159" "02092021_result.TextGrid" 6 "oleks" "oleks"
"160" "02092021_result.TextGrid" 6 "oleks" "oleks"
"161" "02092021_result.TextGrid" 6 "väga" "väga"
"162" "02092021_result.TextGrid" 6 "huvitav" "huvitav"
"163" "02092021_result.TextGrid" 6 "siis" "siis"
"164" "02092021_result.TextGrid" 6 "selline" "selline"
"165" "02092021_result.TextGrid" 6 "kuulus" "kuulus"
"166" "02092021_result.TextGrid" 6 "kuulus" "kuulus"
"167" "02092021_result.TextGrid" 6 "väliseestlane" "väliseestlane"
"168" "02092021_result.TextGrid" 6 "i" "või"
"169" "02092021_result.TextGrid" 6 "guess" "kes"
"170" "02092021_result.TextGrid" 6 "saatesse" "saatesse"
"171" "02092021_result.TextGrid" 6 "saada" "saada"
"172" "02092021_result.TextGrid" 6 "väliseestlane" "ma eestlane"
"173" "02092021_result.TextGrid" 6 "või" "####"
"174" "02092021_result.TextGrid" 6 "võibolla" "võib"
"175" "02092021_result.TextGrid" 6 "või" "või"
"176" "02092021_result.TextGrid" 6 "kuidas" "kuidas"
"177" "02092021_result.TextGrid" 6 "sa" "sa"
"178" "02092021_result.TextGrid" 6 "identifitseerid" "identifitseerid"
"179" "02092021_result.TextGrid" 6 "ennast" "ennast"
"180" "02092021_result.TextGrid" 6 "kas" "kas"
"181" "02092021_result.TextGrid" 6 "sa" "sa"
"182" "02092021_result.TextGrid" 6 "kas" "kas"
"183" "02092021_result.TextGrid" 6 "sa" "sa"
"184" "02092021_result.TextGrid" 6 "tunned" "tunned"
"185" "02092021_result.TextGrid" 6 "et" "et"
"186" "02092021_result.TextGrid" 6 "ku" "####"
"187" "02092021_result.TextGrid" 6 "kui" "kui"
"188" "02092021_result.TextGrid" 6 "rää" "####"
"189" "02092021_result.TextGrid" 6 "räägi" "räägi"
"190" "02092021_result.TextGrid" 6 "natuke" "natuke"
"191" "02092021_result.TextGrid" 6 "endast" "####"
"192" "02092021_result.TextGrid" 6 "võibolla" "####"
"193" "02092021_result.TextGrid" 6 "alustuseks" "####"
"194" "02092021_result.TextGrid" 6 "ei" "####"
"195" "02092021_result.TextGrid" 6 "ma" "####"
"196" "02092021_result.TextGrid" 6 "üritaks" "####"
"197" "02092021_result.TextGrid" 6 "ma" "####"
"198" "02092021_result.TextGrid" 6 "üritan" "####"
"199" "02092021_result.TextGrid" 7 "eks" "eks"
"200" "02092021_result.TextGrid" 7 "näis" "näis"
"201" "02092021_result.TextGrid" 7 "eks" "eks"
"202" "02092021_result.TextGrid" 7 "näis" "näis"
"203" "02092021_result.TextGrid" 7 "aga" "aga"
"204" "02092021_result.TextGrid" 7 "jaa" "jaa"
"205" "02092021_result.TextGrid" 7 "sest" "sest"
"206" "02092021_result.TextGrid" 7 "see" "####"
"207" "02092021_result.TextGrid" 7 "sest" "sest"
"208" "02092021_result.TextGrid" 7 "minu" "minu"
"209" "02092021_result.TextGrid" 7 "jaoks" "jaoks"
"210" "02092021_result.TextGrid" 7 "on" "on"
"211" "02092021_result.TextGrid" 7 "ka" "ka"
"212" "02092021_result.TextGrid" 7 "nagu" "nagu"
"213" "02092021_result.TextGrid" 7 "huvitav" "huvitav"
"214" "02092021_result.TextGrid" 7 "teema" "teema"
"215" "02092021_result.TextGrid" 7 "sest" "et"
"216" "02092021_result.TextGrid" 7 "nagu" "nagu"
"217" "02092021_result.TextGrid" 7 "me" "me"
"218" "02092021_result.TextGrid" 7 "enne" "enne"
"219" "02092021_result.TextGrid" 7 "küll" "küll"
"220" "02092021_result.TextGrid" 7 "omavahel" "omavahel"
"221" "02092021_result.TextGrid" 7 "veits" "veits"
"222" "02092021_result.TextGrid" 7 "rääkisime" "rääkisime"
"223" "02092021_result.TextGrid" 7 "ka" "ka"
"224" "02092021_result.TextGrid" 7 "aga" "aga"
"225" "02092021_result.TextGrid" 7 "aga" "aga"
"226" "02092021_result.TextGrid" 7 "mul" "mul"
"227" "02092021_result.TextGrid" 7 "ka" "ka"
"228" "02092021_result.TextGrid" 7 "üks" "üks"
"229" "02092021_result.TextGrid" 7 "sõber" "sõber"
"230" "02092021_result.TextGrid" 7 "ukst" "uukarst"
"231" "02092021_result.TextGrid" 7 "kelle" "kelle"
"232" "02092021_result.TextGrid" 7 "vend" "vend"
"233" "02092021_result.TextGrid" 7 "ma" "ma"
"234" "02092021_result.TextGrid" 7 "ei" "ei"
"235" "02092021_result.TextGrid" 7 "mäleta" "mäleta"
"236" "02092021_result.TextGrid" 7 "kui" "kui"
"237" "02092021_result.TextGrid" 7 "vana" "vana"
"238" "02092021_result.TextGrid" 7 "see" "####"
"239" "02092021_result.TextGrid" 7 "vend" "vend"
"240" "02092021_result.TextGrid" 7 "oli" "oli"
"241" "02092021_result.TextGrid" 7 "vist" "vist"
"242" "02092021_result.TextGrid" 7 "võibolla" "võibolla"
"243" "02092021_result.TextGrid" 7 "viiekuue" "viiekuue"
"244" "02092021_result.TextGrid" 7 "aastane" "aastane"
"245" "02092021_result.TextGrid" 8 "käis" "käis"
"246" "02092021_result.TextGrid" 8 "mingitel" "mingitel"
"247" "02092021_result.TextGrid" 8 "drag" "trag"
"248" "02092021_result.TextGrid" 8 "mis" "mis"
"249" "02092021_result.TextGrid" 8 "iganes" "iganes"
"250" "02092021_result.TextGrid" 8 "workshopidel" "workshopid"
"251" "02092021_result.TextGrid" 8 "või" "või"
"252" "02092021_result.TextGrid" 8 "asjadel" "asjadele"
"253" "02092021_result.TextGrid" 8 "et" "et"
"254" "02092021_result.TextGrid" 8 "nagu" "nagu"
"255" "02092021_result.TextGrid" 8 "lastele" "lastele"
"256" "02092021_result.TextGrid" 8 "õppisid" "õppisid"
"257" "02092021_result.TextGrid" 8 "kuidas" "kuidas"
"258" "02092021_result.TextGrid" 8 "dragi" "tragi"
"259" "02092021_result.TextGrid" 8 "teha" "teha"
"260" "02092021_result.TextGrid" 8 "et" "et"
"261" "02092021_result.TextGrid" 8 "lapsed" "lapsed"
"262" "02092021_result.TextGrid" 8 "said" "said"
"263" "02092021_result.TextGrid" 8 "teha" "teha"
"264" "02092021_result.TextGrid" 8 "dragi" "traagi"
"265" "02092021_result.TextGrid" 8 "ja" "ja"
"266" "02092021_result.TextGrid" 8 "väljendada" "väljendada"
"267" "02092021_result.TextGrid" 8 "enda" "enda"
"268" "02092021_result.TextGrid" 8 "sugu" "sugu"
"269" "02092021_result.TextGrid" 8 "või" "või"
"270" "02092021_result.TextGrid" 8 "soolisust" "soolisust"
"271" "02092021_result.TextGrid" 8 "või" "või"
"272" "02092021_result.TextGrid" 8 "soolist" "soolist"
"273" "02092021_result.TextGrid" 8 "identiteeti" "identiteeti"
"274" "02092021_result.TextGrid" 8 "erinevatel" "erinevatel"
"275" "02092021_result.TextGrid" 8 "viisidel" "viisidel"
"276" "02092021_result.TextGrid" 8 "või" "või"
"277" "02092021_result.TextGrid" 8 "isegi" "isegi"
"278" "02092021_result.TextGrid" 8 "kui" "kui"
"279" "02092021_result.TextGrid" 8 "see" "see"
"280" "02092021_result.TextGrid" 8 "asi" "asi"
"281" "02092021_result.TextGrid" 8 "ei" "####"
"282" "02092021_result.TextGrid" 8 "mitte" "mitte"
"283" "02092021_result.TextGrid" 8 "ei" "####"
"284" "02092021_result.TextGrid" 8 "või" "või"
"285" "02092021_result.TextGrid" 8 "isegi" "isegi"
"286" "02092021_result.TextGrid" 8 "kui" "kui"
"287" "02092021_result.TextGrid" 8 "see" "sa"
"288" "02092021_result.TextGrid" 8 "ei" "ei"
"289" "02092021_result.TextGrid" 8 "ole" "ole"
"290" "02092021_result.TextGrid" 8 "ainult" "####"
"291" "02092021_result.TextGrid" 8 "enda" "enda"
"292" "02092021_result.TextGrid" 8 "soo" "soo"
"293" "02092021_result.TextGrid" 8 "ja" "####"
"294" "02092021_result.TextGrid" 8 "identiteedi" "identiteedi"
"295" "02092021_result.TextGrid" 8 "väljendamine" "väljendamine"
"296" "02092021_result.TextGrid" 8 "vaid" "vaid"
"297" "02092021_result.TextGrid" 8 "lihtsalt" "lihtsalt"
"298" "02092021_result.TextGrid" 8 "nagu" "nagu"
"299" "02092021_result.TextGrid" 8 "panna" "panna"
"300" "02092021_result.TextGrid" 8 "teistmoodi" "teistmoodi"
"301" "02092021_result.TextGrid" 8 "riidesse" "riidesse"
"302" "02092021_result.TextGrid" 8 "on" "on"
"303" "02092021_result.TextGrid" 8 "ju" "ju"
"304" "02092021_result.TextGrid" 8 "mis" "mis"
"305" "02092021_result.TextGrid" 8 "minu" "minu"
"306" "02092021_result.TextGrid" 8 "jaoks" "jaoks"
"307" "02092021_result.TextGrid" 8 "nagu" "nagu"
"308" "02092021_result.TextGrid" 8 "esimene" "esimene"
"309" "02092021_result.TextGrid" 8 "reaktsioon" "reaktsioon"
"310" "02092021_result.TextGrid" 8 "oli" "oli"
"311" "02092021_result.TextGrid" 8 "nagu" "nagu"
"312" "02092021_result.TextGrid" 8 "ka" "####"
"313" "02092021_result.TextGrid" 8 "sihuke" "####"
"314" "02092021_result.TextGrid" 8 "oo" "soo"
"315" "02092021_result.TextGrid" 8 "kui" "kui"
"316" "02092021_result.TextGrid" 8 "võõras" "võõras"
"317" "02092021_result.TextGrid" 8 "oo" "oo"
"318" "02092021_result.TextGrid" 8 "kui" "kui"
"319" "02092021_result.TextGrid" 8 "veider" "veider"
"320" "02092021_result.TextGrid" 8 "või" "või"
"321" "02092021_result.TextGrid" 8 "ja" "ja"
"322" "02092021_result.TextGrid" 8 "mingil" "mingil"
"323" "02092021_result.TextGrid" 8 "määral" "määral"
"324" "02092021_result.TextGrid" 8 "ka" "ka"
"325" "02092021_result.TextGrid" 8 "sihuke" "niisugune"
"326" "02092021_result.TextGrid" 8 "võibolla" "võibolla"
"327" "02092021_result.TextGrid" 8 "see" "see"
"328" "02092021_result.TextGrid" 8 "internalised" "intournalised"
"329" "02092021_result.TextGrid" 8 "homophobia" "homofoobiat"
"330" "02092021_result.TextGrid" 8 "et" "####"
"331" "02092021_result.TextGrid" 8 "nagu" "nagu"
"332" "02092021_result.TextGrid" 8 "a" "a"
"333" "02092021_result.TextGrid" 8 "et" "et"
"334" "02092021_result.TextGrid" 8 "kas" "kas"
"335" "02092021_result.TextGrid" 8 "kas" "kas"
"336" "02092021_result.TextGrid" 8 "juba" "juba"
"337" "02092021_result.TextGrid" 8 "nii" "nii"
"338" "02092021_result.TextGrid" 8 "varakult" "varakult"
"339" "02092021_result.TextGrid" 8 "ei" "ei"
"340" "02092021_result.TextGrid" 8 "ole" "ole"
"341" "02092021_result.TextGrid" 8 "vale" "vale"
"342" "02092021_result.TextGrid" 8 "hakata" "hakata"
"343" "02092021_result.TextGrid" 8 "lastele" "lastele"
"344" "02092021_result.TextGrid" 9 "sellist" "sellist"
"345" "02092021_result.TextGrid" 9 "asja" "asja"
"346" "02092021_result.TextGrid" 9 "niiöelda" "niiöelda"
"347" "02092021_result.TextGrid" 9 "näitama" "näitama"
"348" "02092021_result.TextGrid" 9 "aga" "aga"
"349" "02092021_result.TextGrid" 9 "noh" "noh"
"350" "02092021_result.TextGrid" 9 "siin" "siin"
"351" "02092021_result.TextGrid" 9 "ongi" "ongi"
"352" "02092021_result.TextGrid" 9 "see" "see"
"353" "02092021_result.TextGrid" 9 "et" "et"
"354" "02092021_result.TextGrid" 9 "miks" "miks"
"355" "02092021_result.TextGrid" 9 "miks" "miks"
"356" "02092021_result.TextGrid" 9 "me" "me"
"357" "02092021_result.TextGrid" 9 "arvame" "arvame"
"358" "02092021_result.TextGrid" 9 "et" "et"
"359" "02092021_result.TextGrid" 9 "sihuke" "niisugune"
"360" "02092021_result.TextGrid" 9 "asi" "asi"
"361" "02092021_result.TextGrid" 9 "üldse" "üldse"
"362" "02092021_result.TextGrid" 9 "tundub" "tundub"
"363" "02092021_result.TextGrid" 9 "nagu" "nagu"
"364" "02092021_result.TextGrid" 9 "vale" "vale"
"365" "02092021_result.TextGrid" 9 "mida" "mida"
"366" "02092021_result.TextGrid" 9 "näidata" "näidata"
"367" "02092021_result.TextGrid" 9 "et" "####"
"368" "02092021_result.TextGrid" 9 "et" "et"
"369" "02092021_result.TextGrid" 9 "ma" "ma"
"370" "02092021_result.TextGrid" 9 "arvan" "arvan"
"371" "02092021_result.TextGrid" 9 "noh" "####"
"372" "02092021_result.TextGrid" 9 "jällegi" "jällegi"
"373" "02092021_result.TextGrid" 9 "see" "see"
"374" "02092021_result.TextGrid" 9 "et" "et"
"375" "02092021_result.TextGrid" 9 "et" "et"
"376" "02092021_result.TextGrid" 9 "me" "me"
"377" "02092021_result.TextGrid" 9 "seostame" "seostame"
"378" "02092021_result.TextGrid" 9 "kõike" "kõik"
"379" "02092021_result.TextGrid" 9 "mingi" "mingile"
"380" "02092021_result.TextGrid" 9 "lgbt" "bt"
"381" "02092021_result.TextGrid" 9 "+" "pluss"
"382" "02092021_result.TextGrid" 9 "teemadega" "teemadega"
"383" "02092021_result.TextGrid" 9 "dega" "####"
"384" "02092021_result.TextGrid" 9 "asju" "asju"
"385" "02092021_result.TextGrid" 9 "nagu" "nagu"
"386" "02092021_result.TextGrid" 9 "seksuaalsusega" "seksuaalsusega"
"387" "02092021_result.TextGrid" 9 "mhmh" "####"
"388" "02092021_result.TextGrid" 9 "ja" "ja"
"389" "02092021_result.TextGrid" 9 "järsku" "järsku"
"390" "02092021_result.TextGrid" 9 "kõik" "kõik"
"391" "02092021_result.TextGrid" 9 "mis" "mis"
"392" "02092021_result.TextGrid" 9 "on" "on"
"393" "02092021_result.TextGrid" 9 "nagu" "nagu"
"394" "02092021_result.TextGrid" 9 "niiöelda" "niiöelda"
"395" "02092021_result.TextGrid" 9 "homoseksuaalsus" "homoseksuaalsus"
"396" "02092021_result.TextGrid" 9 "ja" "ja"
"397" "02092021_result.TextGrid" 9 "seksuaalsus" "seksuaalsus"
"398" "02092021_result.TextGrid" 9 "on" "on"
"399" "02092021_result.TextGrid" 9 "siis" "siis"
"400" "02092021_result.TextGrid" 9 "nagu" "nagu"
"401" "02092021_result.TextGrid" 9 "halb" "####"
"402" "02092021_result.TextGrid" 9 "ja" "####"
"403" "02092021_result.TextGrid" 9 "mida" "####"
"404" "02092021_result.TextGrid" 9 "ei" "####"
"405" "02092021_result.TextGrid" 9 "tohi" "####"
"406" "02092021_result.TextGrid" 10 "aga" "aga"
"407" "02092021_result.TextGrid" 10 "krõõt" "krõt"
"408" "02092021_result.TextGrid" 10 "kuidas" "kuidas"
"409" "02092021_result.TextGrid" 10 "on" "on"
"410" "02092021_result.TextGrid" 10 "sinu" "sinu"
"411" "02092021_result.TextGrid" 10 "enda" "enda"
"412" "02092021_result.TextGrid" 10 "suhe" "suhe"
"413" "02092021_result.TextGrid" 10 "lgbt" "elgebete"
"414" "02092021_result.TextGrid" 10 "+" "pluss"
"415" "02092021_result.TextGrid" 10 "kogukonnaga" "kogukonnaga"
"416" "02092021_result.TextGrid" 11 "või" "või"
"417" "02092021_result.TextGrid" 11 "identiteetidega" "identiteet"
"418" "02092021_result.TextGrid" 11 "seda" "####"
"419" "02092021_result.TextGrid" 11 "ja" "####"
"420" "02092021_result.TextGrid" 11 "seda" "####"
"421" "02092021_result.TextGrid" 12 "esimesed" "esimesed"
"422" "02092021_result.TextGrid" 12 "korrad" "korrad"
"423" "02092021_result.TextGrid" 12 "ongi" "on"
"424" "02092021_result.TextGrid" 12 "kõige" "kõige"
"425" "02092021_result.TextGrid" 12 "hirmsamad" "hirmsama"
"426" "02092021_result.TextGrid" 12 "kas" "####"
"427" "02092021_result.TextGrid" 12 "sa" "####"
"428" "02092021_result.TextGrid" 12 "oled" "####"
"429" "02092021_result.TextGrid" 12 "jube" "jube"
"430" "02092021_result.TextGrid" 12 "oli" "oli"
"431" "02092021_result.TextGrid" 12 "küll" "küll"
"432" "02092021_result.TextGrid" 12 "jah" "ja"
"433" "02092021_result.TextGrid" 12 "sa" "####"
"434" "02092021_result.TextGrid" 12 "oled" "####"
"435" "02092021_result.TextGrid" 12 "teinud" "####"
"436" "02092021_result.TextGrid" 12 "standupi" "####"
"437" "02092021_result.TextGrid" 12 "või" "####"
"438" "02092021_result.TextGrid" 13 "ei" "ei"
"439" "02092021_result.TextGrid" 13 "ole" "ole"
"440" "02092021_result.TextGrid" 13 "ei" "ei"
"441" "02092021_result.TextGrid" 13 "ole" "ole"
"442" "02092021_result.TextGrid" 13 "tahaksid" "####"
"443" "02092021_result.TextGrid" 13 "teha" "####"
"444" "02092021_result.TextGrid" 14 "ma" "####"
"445" "02092021_result.TextGrid" 14 "olen" "####"
"446" "02092021_result.TextGrid" 14 "kui" "kui"
"447" "02092021_result.TextGrid" 14 "on" "####"
"448" "02092021_result.TextGrid" 14 "midagi" "midagi"
"449" "02092021_result.TextGrid" 14 "jubedat" "jubedat"
"450" "02092021_result.TextGrid" 14 "siis" "siis"
"451" "02092021_result.TextGrid" 14 "palun" "palun"
"452" "02092021_result.TextGrid" 14 "jaa" "####"
"453" "02092021_result.TextGrid" 14 "jaa" "ja"
"454" "02092021_result.TextGrid" 14 "ei" "ei"
"455" "02092021_result.TextGrid" 14 "ma" "ma"
"456" "02092021_result.TextGrid" 14 "ma" "ma"
"457" "02092021_result.TextGrid" 14 "olen" "olen"
"458" "02092021_result.TextGrid" 14 "mõelnud" "mõelnud"
"459" "02092021_result.TextGrid" 14 "sellele" "sellele"
"460" "02092021_result.TextGrid" 14 "aga" "aga"
"461" "02092021_result.TextGrid" 14 "ma" "ma"
"462" "02092021_result.TextGrid" 14 "kuulen" "kuulen"
"463" "02092021_result.TextGrid" 14 "ka" "ka"
"464" "02092021_result.TextGrid" 14 "kuidas" "kuidas"
"465" "02092021_result.TextGrid" 14 "see" "see"
"466" "02092021_result.TextGrid" 14 "on" "on"
"467" "02092021_result.TextGrid" 14 "väga" "väga"
"468" "02092021_result.TextGrid" 14 "jube" "jube"
"469" "02092021_result.TextGrid" 14 "ja" "ja"
"470" "02092021_result.TextGrid" 14 "ma" "ma"
"471" "02092021_result.TextGrid" 14 "lihtsalt" "lihtsalt"
"472" "02092021_result.TextGrid" 14 "kardan" "kardan"
"473" "02092021_result.TextGrid" 14 "et" "et"
"474" "02092021_result.TextGrid" 14 "või" "või"
"475" "02092021_result.TextGrid" 14 "nagu" "nagu"
"476" "02092021_result.TextGrid" 14 "ma" "####"
"477" "02092021_result.TextGrid" 14 "mulle" "mulle"
"478" "02092021_result.TextGrid" 14 "tundub" "tundub"
"479" "02092021_result.TextGrid" 14 "ma" "ma"
"480" "02092021_result.TextGrid" 14 "oskan" "oskan"
