"f" "voor" "ref" "hyp"
"85" "09062022_result.TextGrid" 5 "islandit" "####"
"86" "09062022_result.TextGrid" 5 "käis" "islandi"
"87" "09062022_result.TextGrid" 5 "seal" "seal"
"88" "09062022_result.TextGrid" 5 "kas" "kas"
"89" "09062022_result.TextGrid" 5 "sa" "sa"
"90" "09062022_result.TextGrid" 5 "ise" "ise"
"91" "09062022_result.TextGrid" 5 "ka" "ka"
"92" "09062022_result.TextGrid" 5 "käisid" "käisid"
"93" "09062022_result.TextGrid" 5 "mina" "mina"
"94" "09062022_result.TextGrid" 5 "ei" "ei"
"95" "09062022_result.TextGrid" 5 "käinud" "käinud"
"96" "09062022_result.TextGrid" 5 "aga" "aga"
"97" "09062022_result.TextGrid" 5 "kusjuures" "kusjuures"
"98" "09062022_result.TextGrid" 5 "tema" "tema"
"99" "09062022_result.TextGrid" 5 "on" "on"
"100" "09062022_result.TextGrid" 5 "ka" "ka"
"101" "09062022_result.TextGrid" 5 "mul" "mul"
"102" "09062022_result.TextGrid" 5 "esimene" "esimene"
"103" "09062022_result.TextGrid" 5 "kokkupuude" "kokkupuude"
"104" "09062022_result.TextGrid" 5 "veebiarendusega" "veebiarendusega"
"105" "09062022_result.TextGrid" 5 "mis" "mis"
"106" "09062022_result.TextGrid" 5 "läheb" "läheb"
"107" "09062022_result.TextGrid" 5 "natuke" "natuke"
"108" "09062022_result.TextGrid" 5 "selle" "selle"
"109" "09062022_result.TextGrid" 5 "workshopi" "workshop"
"110" "09062022_result.TextGrid" 5 "või" "või"
"111" "09062022_result.TextGrid" 5 "töötoaga" "töötoaga"
"112" "09062022_result.TextGrid" 5 "kokku" "kokku"
"113" "09062022_result.TextGrid" 6 "ma" "ma"
"114" "09062022_result.TextGrid" 6 "olen" "olen"
"115" "09062022_result.TextGrid" 7 "tarkvaraarendaja" "tarkvaraarendaja"
"116" "09062022_result.TextGrid" 7 "elukutselt" "elukutselt"
"117" "09062022_result.TextGrid" 7 "aga" "aga"
"118" "09062022_result.TextGrid" 7 "tänu" "tänu"
"119" "09062022_result.TextGrid" 7 "oma" "oma"
"120" "09062022_result.TextGrid" 7 "transkogemusele" "transkogemusele"
"121" "09062022_result.TextGrid" 7 "on" "on"
"122" "09062022_result.TextGrid" 7 "minus" "minus"
"123" "09062022_result.TextGrid" 7 "hästi" "hästi"
"124" "09062022_result.TextGrid" 7 "palju" "palju"
"125" "09062022_result.TextGrid" 7 "sihukest" "####"
"126" "09062022_result.TextGrid" 7 "õigluse" "niisugust"
"127" "09062022_result.TextGrid" 7 "t" "õiglase"
"128" "09062022_result.TextGrid" 7 "tunnet" "tunnet"
"129" "09062022_result.TextGrid" 7 "aktivistlikku" "aktivistlikku"
"130" "09062022_result.TextGrid" 7 "ma" "ma"
"131" "09062022_result.TextGrid" 7 "ei" "ei"
"132" "09062022_result.TextGrid" 7 "tea" "tea"
"133" "09062022_result.TextGrid" 7 "soovi" "soovi"
"134" "09062022_result.TextGrid" 7 "teha" "teha"
"135" "09062022_result.TextGrid" 7 "midagi" "midagi"
"136" "09062022_result.TextGrid" 7 "paremaks" "paremaks"
"137" "09062022_result.TextGrid" 7 "siin" "siin"
"138" "09062022_result.TextGrid" 7 "maailmas" "maailmas"
"139" "09062022_result.TextGrid" 7 "et" "et"
"140" "09062022_result.TextGrid" 7 "olles" "olles"
"141" "09062022_result.TextGrid" 7 "näinud" "näinud"
"142" "09062022_result.TextGrid" 7 "palju" "palju"
"143" "09062022_result.TextGrid" 7 "ebaõiglust" "ebaõiglust"
"144" "09062022_result.TextGrid" 7 "siis" "siis"
"145" "09062022_result.TextGrid" 7 "on" "on"
"146" "09062022_result.TextGrid" 7 "tekkinud" "tekkinud"
"147" "09062022_result.TextGrid" 7 "tahtmine" "tahtmine"
"148" "09062022_result.TextGrid" 7 "teha" "teha"
"149" "09062022_result.TextGrid" 7 "midagi" "midagi"
"150" "09062022_result.TextGrid" 7 "ära" "ära"
"151" "09062022_result.TextGrid" 7 "ja" "ja"
"152" "09062022_result.TextGrid" 7 "see" "see"
"153" "09062022_result.TextGrid" 7 "on" "on"
"154" "09062022_result.TextGrid" 7 "siis" "siis"
"155" "09062022_result.TextGrid" 7 "viinud" "viinud"
"156" "09062022_result.TextGrid" 7 "mind" "mind"
"157" "09062022_result.TextGrid" 7 "ma" "####"
"158" "09062022_result.TextGrid" 7 "ei" "####"
"159" "09062022_result.TextGrid" 7 "tea" "####"
"160" "09062022_result.TextGrid" 8 "selle" "selle"
"161" "09062022_result.TextGrid" 8 "ürituse" "ürituse"
"162" "09062022_result.TextGrid" 8 "korraldamiseni" "korraldamiseni"
"163" "09062022_result.TextGrid" 8 "kuidas" "kuidas"
"164" "09062022_result.TextGrid" 8 "see" "see"
"165" "09062022_result.TextGrid" 8 "läks" "läks"
"166" "09062022_result.TextGrid" 8 "teil" "teil"
"167" "09062022_result.TextGrid" 8 "palju" "palju"
"168" "09062022_result.TextGrid" 8 "seal" "seal"
"169" "09062022_result.TextGrid" 8 "ko" "####"
"170" "09062022_result.TextGrid" 8 "osalejaid" "osalejaid"
"171" "09062022_result.TextGrid" 8 "kokku" "kokku"
"172" "09062022_result.TextGrid" 8 "oli" "oli"
"173" "09062022_result.TextGrid" 9 "seal" "####"
"174" "09062022_result.TextGrid" 9 "oli" "####"
"175" "09062022_result.TextGrid" 9 "planeerisime" "planeerisime"
"176" "09062022_result.TextGrid" 9 "kümme" "kümme"
"177" "09062022_result.TextGrid" 9 "inimest" "inimest"
"178" "09062022_result.TextGrid" 9 "maksimaalselt" "maksimaalselt"
"179" "09062022_result.TextGrid" 9 "kohale" "kohale"
"180" "09062022_result.TextGrid" 9 "tuligi" "tuli"
"181" "09062022_result.TextGrid" 9 "kuskil" "kuskil"
"182" "09062022_result.TextGrid" 9 "seitse" "seitse"
"183" "09062022_result.TextGrid" 9 "kaheksa" "kaheksa"
"184" "09062022_result.TextGrid" 9 "mhmh" "####"
"185" "09062022_result.TextGrid" 9 "mi" "####"
"186" "09062022_result.TextGrid" 9 "mis" "mis"
"187" "09062022_result.TextGrid" 9 "on" "on"
"188" "09062022_result.TextGrid" 9 "nagu" "nagu"
"189" "09062022_result.TextGrid" 9 "ideaalne" "ideaalne"
"190" "09062022_result.TextGrid" 9 "minu" "minu"
"191" "09062022_result.TextGrid" 9 "arust" "arust"
"192" "09062022_result.TextGrid" 9 "et" "et"
"193" "09062022_result.TextGrid" 9 "see" "see"
"194" "09062022_result.TextGrid" 9 "ruum" "ruum"
"195" "09062022_result.TextGrid" 9 "oli" "oli"
"196" "09062022_result.TextGrid" 9 "ka" "ka"
"197" "09062022_result.TextGrid" 10 "planeeritud" "planeeritud"
"198" "09062022_result.TextGrid" 10 "kuskil" "kuskil"
"199" "09062022_result.TextGrid" 10 "seal" "seal"
"200" "09062022_result.TextGrid" 10 "oli" "oli"
"201" "09062022_result.TextGrid" 10 "####" "kümme"
"202" "09062022_result.TextGrid" 10 "kümme" "aiste"
"203" "09062022_result.TextGrid" 10 "istekohta" "kohta"
"204" "09062022_result.TextGrid" 10 "nagu" "nagu"
"205" "09062022_result.TextGrid" 10 "laua" "laua"
"206" "09062022_result.TextGrid" 10 "ümber" "####"
"207" "09062022_result.TextGrid" 10 "ja" "ümber"
"208" "09062022_result.TextGrid" 10 "siis" "siis"
"209" "09062022_result.TextGrid" 10 "oligi" "oligi"
"210" "09062022_result.TextGrid" 10 "niimoodi" "niimoodi"
"211" "09062022_result.TextGrid" 10 "et" "et"
"212" "09062022_result.TextGrid" 10 "me" "me"
"213" "09062022_result.TextGrid" 10 "saime" "saime"
"214" "09062022_result.TextGrid" 10 "kõik" "kõik"
"215" "09062022_result.TextGrid" 10 "seal" "seal"
"216" "09062022_result.TextGrid" 10 "kohad" "kohad"
"217" "09062022_result.TextGrid" 10 "ilusti" "ilusti"
"218" "09062022_result.TextGrid" 10 "ja" "####"
"219" "09062022_result.TextGrid" 10 "ruum" "ja"
"220" "09062022_result.TextGrid" 11 "et" "et"
"221" "09062022_result.TextGrid" 11 "see" "see"
"222" "09062022_result.TextGrid" 11 "eesmärk" "eesmärk"
"223" "09062022_result.TextGrid" 11 "oli" "oli"
"224" "09062022_result.TextGrid" 11 "siis" "siis"
"225" "09062022_result.TextGrid" 11 "teha" "teha"
"226" "09062022_result.TextGrid" 11 "ko" "####"
"227" "09062022_result.TextGrid" 11 "kodulehekülg" "kodulehekülg"
"228" "09062022_result.TextGrid" 11 "ma" "ma"
"229" "09062022_result.TextGrid" 11 "saan" "saan"
"230" "09062022_result.TextGrid" 11 "aru" "aru"
"231" "09062022_result.TextGrid" 11 "või" "####"
"232" "09062022_result.TextGrid" 11 "midagi" "####"
"233" "09062022_result.TextGrid" 11 "muud" "####"
"234" "09062022_result.TextGrid" 12 "ma" "ma"
"235" "09062022_result.TextGrid" 12 "ei" "ei"
"236" "09062022_result.TextGrid" 12 "tea" "tea"
"237" "09062022_result.TextGrid" 12 "ma" "ma"
"238" "09062022_result.TextGrid" 12 "arvan" "arvan"
"239" "09062022_result.TextGrid" 12 "et" "et"
"240" "09062022_result.TextGrid" 12 "peamine" "peamine"
"241" "09062022_result.TextGrid" 12 "eesmärk" "eesmärk"
"242" "09062022_result.TextGrid" 12 "oli" "oli"
"243" "09062022_result.TextGrid" 12 "lihtsalt" "lihtsalt"
"244" "09062022_result.TextGrid" 12 "inimesi" "inimesi"
"245" "09062022_result.TextGrid" 12 "kokku" "kokku"
"246" "09062022_result.TextGrid" 12 "tuua" "tuua"
"247" "09062022_result.TextGrid" 13 "keda" "keda"
"248" "09062022_result.TextGrid" 13 "ühendab" "ühendab"
"249" "09062022_result.TextGrid" 13 "siis" "siis"
"250" "09062022_result.TextGrid" 13 "ma" "ma"
"251" "09062022_result.TextGrid" 13 "ei" "ei"
"252" "09062022_result.TextGrid" 13 "tea" "tea"
"253" "09062022_result.TextGrid" 13 "praidikuu" "praidikuu"
"254" "09062022_result.TextGrid" 13 "tegevused" "tegevused"
"255" "09062022_result.TextGrid" 13 "või" "või"
"256" "09062022_result.TextGrid" 13 "soov" "soov"
"257" "09062022_result.TextGrid" 13 "veebilehte" "veebilehte"
"258" "09062022_result.TextGrid" 13 "luua" "luua"
"259" "09062022_result.TextGrid" 13 "ma" "####"
"260" "09062022_result.TextGrid" 13 "ei" "####"
"261" "09062022_result.TextGrid" 13 "tea" "mida"
"262" "09062022_result.TextGrid" 13 "õppida" "õppida"
"263" "09062022_result.TextGrid" 13 "seda" "seda"
"264" "09062022_result.TextGrid" 13 "tegema" "tegema"
"265" "09062022_result.TextGrid" 13 "hästi" "hästi"
"266" "09062022_result.TextGrid" 13 "lihtsasti" "lihtsasti"
"267" "09062022_result.TextGrid" 13 "mhmh" "####"
"268" "09062022_result.TextGrid" 14 "jah" "jah"
"269" "09062022_result.TextGrid" 14 "selline" "selline"
"270" "09062022_result.TextGrid" 14 "facebooki" "facebooki"
"271" "09062022_result.TextGrid" 14 "grupp" "grupp"
"272" "09062022_result.TextGrid" 14 "tekkis" "tekkis"
"273" "09062022_result.TextGrid" 14 "küll" "küll"
"274" "09062022_result.TextGrid" 14 "nagu" "####"
"275" "09062022_result.TextGrid" 14 "itkväärid" "vari"
"276" "09062022_result.TextGrid" 14 "et" "et"
"277" "09062022_result.TextGrid" 14 "peale" "peale"
"278" "09062022_result.TextGrid" 14 "seda" "seda"
"279" "09062022_result.TextGrid" 14 "üritust" "üritust"
"280" "09062022_result.TextGrid" 14 "selle" "selle"
"281" "09062022_result.TextGrid" 14 "jagasime" "jagasime"
"282" "09062022_result.TextGrid" 14 "muljeid" "muljeid"
"283" "09062022_result.TextGrid" 15 "tekkis" "tekkis"
"284" "09062022_result.TextGrid" 15 "hästi" "hästi"
"285" "09062022_result.TextGrid" 15 "palju" "palju"
"286" "09062022_result.TextGrid" 15 "ideid" "ideid"
"287" "09062022_result.TextGrid" 15 "mida" "mida"
"288" "09062022_result.TextGrid" 15 "veel" "veel"
"289" "09062022_result.TextGrid" 15 "järgmisena" "järgmisena"
"290" "09062022_result.TextGrid" 15 "teha" "teha"
"291" "09062022_result.TextGrid" 15 "mitte" "mitte"
"292" "09062022_result.TextGrid" 15 "ainult" "ainult"
"293" "09062022_result.TextGrid" 15 "nüüd" "nüüd"
"294" "09062022_result.TextGrid" 15 "juunikuu" "juunikuu"
"295" "09062022_result.TextGrid" 15 "raames" "raames"
"296" "09062022_result.TextGrid" 15 "et" "et"
"297" "09062022_result.TextGrid" 15 "ka" "ka"
"298" "09062022_result.TextGrid" 15 "siin" "siin"
"299" "09062022_result.TextGrid" 15 "ülejäänud" "ülejäänud"
"300" "09062022_result.TextGrid" 15 "aasta" "aasta"
"301" "09062022_result.TextGrid" 15 "jooksul" "jooksul"
"302" "09062022_result.TextGrid" 15 "tulla" "tulla"
"303" "09062022_result.TextGrid" 15 "kokku" "kokku"
"304" "09062022_result.TextGrid" 15 "ja" "ja"
"305" "09062022_result.TextGrid" 15 "teha" "teha"
"306" "09062022_result.TextGrid" 15 "sihukene" "niisugune"
"307" "09062022_result.TextGrid" 15 "turvaline" "turvaline"
"308" "09062022_result.TextGrid" 15 "ruum" "ruum"
"309" "09062022_result.TextGrid" 15 "kus" "####"
"310" "09062022_result.TextGrid" 16 "ei" "ei"
"311" "09062022_result.TextGrid" 16 "pea" "pea"
"312" "09062022_result.TextGrid" 16 "olema" "olema"
"313" "09062022_result.TextGrid" 16 "itinimene" "itinimene"
"314" "09062022_result.TextGrid" 16 "aga" "aga"
"315" "09062022_result.TextGrid" 16 "mhmh" "####"
"316" "09062022_result.TextGrid" 16 "kui" "kui"
"317" "09062022_result.TextGrid" 16 "on" "on"
"318" "09062022_result.TextGrid" 16 "soov" "soov"
"319" "09062022_result.TextGrid" 16 "õppida" "õppida"
"320" "09062022_result.TextGrid" 16 "näiteks" "näiteks"
"321" "09062022_result.TextGrid" 16 "või" "või"
"322" "09062022_result.TextGrid" 16 "ma" "ma"
"323" "09062022_result.TextGrid" 16 "ei" "ei"
"324" "09062022_result.TextGrid" 16 "tea" "tea"
"325" "09062022_result.TextGrid" 16 "näiteks" "näiteks"
"326" "09062022_result.TextGrid" 16 "seal" "seal"
"327" "09062022_result.TextGrid" 16 "töötoas" "töötoas"
"328" "09062022_result.TextGrid" 16 "olid" "olid"
"329" "09062022_result.TextGrid" 17 "keskkooli" "keskkooli"
"330" "09062022_result.TextGrid" 17 "õpilased" "õpilased"
"331" "09062022_result.TextGrid" 17 "paar" "paar"
"332" "09062022_result.TextGrid" 17 "tükki" "tükki"
"333" "09062022_result.TextGrid" 17 "kes" "kes"
"334" "09062022_result.TextGrid" 17 "olid" "olid"
"335" "09062022_result.TextGrid" 17 "huvitatud" "huvitatud"
"336" "09062022_result.TextGrid" 17 "itst" "itst"
"337" "09062022_result.TextGrid" 17 "tahtsid" "tahtsid"
"338" "09062022_result.TextGrid" 17 "õppima" "õppima"
"339" "09062022_result.TextGrid" 17 "minna" "minna"
"340" "09062022_result.TextGrid" 17 "ja" "ja"
"341" "09062022_result.TextGrid" 17 "siis" "siis"
"342" "09062022_result.TextGrid" 17 "mõtlesid" "mõtlesid"
"343" "09062022_result.TextGrid" 17 "mhmh" "####"
"344" "09062022_result.TextGrid" 17 "et" "et"
"345" "09062022_result.TextGrid" 17 "see" "see"
"346" "09062022_result.TextGrid" 17 "on" "on"
"347" "09062022_result.TextGrid" 17 "selline" "####"
"348" "09062022_result.TextGrid" 18 "kasulik" "####"
"349" "09062022_result.TextGrid" 18 "kogemus" "####"
"350" "09062022_result.TextGrid" 18 "kust" "####"
"351" "09062022_result.TextGrid" 18 "äkki" "kasulikku"
"352" "09062022_result.TextGrid" 19 "aga" "aga"
"353" "09062022_result.TextGrid" 19 "kas" "kas"
"354" "09062022_result.TextGrid" 19 "neid" "neid"
"355" "09062022_result.TextGrid" 19 "tulemusi" "tulemusi"
"356" "09062022_result.TextGrid" 19 "saab" "saab"
"357" "09062022_result.TextGrid" 19 "kuskil" "kuskil"
"358" "09062022_result.TextGrid" 19 "näha" "näha"
"359" "09062022_result.TextGrid" 19 "ka" "ka"
"360" "09062022_result.TextGrid" 19 "jaa" "ja"
"361" "09062022_result.TextGrid" 19 "ma" "ma"
"362" "09062022_result.TextGrid" 19 "seal" "seal"
"363" "09062022_result.TextGrid" 19 "mõned" "mõned"
"364" "09062022_result.TextGrid" 19 "veebilehed" "veebilehed"
"365" "09062022_result.TextGrid" 19 "valmisid" "valmisid"
"366" "09062022_result.TextGrid" 19 "ja" "####"
"367" "09062022_result.TextGrid" 19 "mõned" "mõned"
"368" "09062022_result.TextGrid" 19 "jäid" "jäid"
"369" "09062022_result.TextGrid" 19 "poolikuks" "poolikuks"
"370" "09062022_result.TextGrid" 19 "ja" "ja"
"371" "09062022_result.TextGrid" 20 "ma" "ma"
"372" "09062022_result.TextGrid" 20 "mingi" "mingi"
"373" "09062022_result.TextGrid" 20 "hetk" "hetk"
"374" "09062022_result.TextGrid" 20 "avalikustan" "avalikustan"
"375" "09062022_result.TextGrid" 20 "need" "need"
"376" "09062022_result.TextGrid" 20 "veebilehe" "veebilehe"
"377" "09062022_result.TextGrid" 20 "lingid" "lingid"
"378" "09062022_result.TextGrid" 20 "ka" "ka"
"379" "09062022_result.TextGrid" 20 "seal" "seal"
"380" "09062022_result.TextGrid" 20 "facebooki" "facebooki"
"381" "09062022_result.TextGrid" 20 "postituses" "postituses"
"382" "09062022_result.TextGrid" 20 "cool" "####"
"383" "09062022_result.TextGrid" 20 "et" "et"
"384" "09062022_result.TextGrid" 20 "see" "see"
"385" "09062022_result.TextGrid" 20 "et" "et"
"386" "09062022_result.TextGrid" 20 "see" "see"
"387" "09062022_result.TextGrid" 20 "oli" "oli"
"388" "09062022_result.TextGrid" 20 "hästi" "hästi"
"389" "09062022_result.TextGrid" 20 "äge" "äge"
"390" "09062022_result.TextGrid" 20 "kui" "kui"
"391" "09062022_result.TextGrid" 20 "palju" "palju"
"392" "09062022_result.TextGrid" 20 "erinevaid" "erinevaid"
"393" "09062022_result.TextGrid" 20 "mõtteid" "mõtteid"
"394" "09062022_result.TextGrid" 20 "seal" "seal"
"395" "09062022_result.TextGrid" 20 "tuli" "tuli"
"396" "09062022_result.TextGrid" 20 "veebilehtede" "veebilehtede"
"397" "09062022_result.TextGrid" 20 "jaoks" "jaoks"
"398" "09062022_result.TextGrid" 20 "et" "et"
"399" "09062022_result.TextGrid" 20 "seal" "seal"
"400" "09062022_result.TextGrid" 20 "olid" "olid"
"401" "09062022_result.TextGrid" 20 "inimesed" "inimesed"
"402" "09062022_result.TextGrid" 20 "kes" "kes"
"403" "09062022_result.TextGrid" 20 "tulid" "tulid"
"404" "09062022_result.TextGrid" 20 "konkreetse" "konkreetse"
"405" "09062022_result.TextGrid" 21 "plaaniga" "plaaniga"
"406" "09062022_result.TextGrid" 21 "luua" "luua"
"407" "09062022_result.TextGrid" 21 "enda" "enda"
"408" "09062022_result.TextGrid" 21 "ärile" "ärile"
"409" "09062022_result.TextGrid" 21 "või" "####"
"410" "09062022_result.TextGrid" 22 "enda" "enda"
"411" "09062022_result.TextGrid" 22 "ettevõttele" "ettevõttele"
"412" "09062022_result.TextGrid" 22 "veebileht" "veebileht"
"413" "09062022_result.TextGrid" 22 "või" "või"
"414" "09062022_result.TextGrid" 22 "veebipood" "veebipood"
"415" "09062022_result.TextGrid" 22 "et" "et"
"416" "09062022_result.TextGrid" 22 "näiteks" "näiteks"
"417" "09062022_result.TextGrid" 22 "seal" "seal"
"418" "09062022_result.TextGrid" 22 "oli" "oli"
"419" "09062022_result.TextGrid" 22 "puu" "####"
"420" "09062022_result.TextGrid" 23 "töö" "####"
"421" "09062022_result.TextGrid" 23 "okei" "####"
"422" "09062022_result.TextGrid" 23 "nende" "toote"
"423" "09062022_result.TextGrid" 24 "jaa" "####"
"424" "09062022_result.TextGrid" 24 "tisler" "tisler"
"425" "09062022_result.TextGrid" 24 "kes" "kes"
"426" "09062022_result.TextGrid" 24 "tegi" "tegi"
"427" "09062022_result.TextGrid" 24 "mingi" "####"
"428" "09062022_result.TextGrid" 24 "ma" "####"
"429" "09062022_result.TextGrid" 24 "ei" "####"
"430" "09062022_result.TextGrid" 24 "tea" "mida"
"431" "09062022_result.TextGrid" 24 "nikerdas" "nikerdus"
"432" "09062022_result.TextGrid" 24 "puust" "puust"
"433" "09062022_result.TextGrid" 24 "igasuguseid" "igasuguseid"
"434" "09062022_result.TextGrid" 24 "asju" "asju"
"435" "09062022_result.TextGrid" 25 "mitte" "mitte"
"436" "09062022_result.TextGrid" 25 "susanna" "susanna"
"437" "09062022_result.TextGrid" 26 "ja" "mis"
"438" "09062022_result.TextGrid" 26 "siis" "siis"
"439" "09062022_result.TextGrid" 26 "tema" "tema"
"440" "09062022_result.TextGrid" 26 "näiteks" "näiteks"
"441" "09062022_result.TextGrid" 26 "meisterdas" "meisterdas"
"442" "09062022_result.TextGrid" 26 "omale" "omale"
"443" "09062022_result.TextGrid" 26 "veebipoodi" "veebipoodi"
"444" "09062022_result.TextGrid" 26 "ai" "####"
"445" "09062022_result.TextGrid" 26 "aga" "aga"
"446" "09062022_result.TextGrid" 26 "siis" "####"
"447" "09062022_result.TextGrid" 26 "aga" "aga"
"448" "09062022_result.TextGrid" 26 "seal" "seal"
"449" "09062022_result.TextGrid" 26 "oli" "oli"
"450" "09062022_result.TextGrid" 26 "ka" "ka"
"451" "09062022_result.TextGrid" 26 "näiteks" "näiteks"
"452" "09062022_result.TextGrid" 27 "humoorika" "humoorika"
"453" "09062022_result.TextGrid" 27 "hum" "####"
"454" "09062022_result.TextGrid" 27 "sisuga" "sisuga"
"455" "09062022_result.TextGrid" 27 "veebilehti" "veebilehti"
"456" "09062022_result.TextGrid" 27 "näiteks" "näiteks"
"457" "09062022_result.TextGrid" 27 "nimegeneraator" "nimegeneraator"
"458" "09062022_result.TextGrid" 27 "või" "või"
"459" "09062022_result.TextGrid" 27 "ahah" "####"
"460" "09062022_result.TextGrid" 27 "see" "see"
"461" "09062022_result.TextGrid" 27 "oli" "oli"
"462" "09062022_result.TextGrid" 27 "ka" "ka"
"463" "09062022_result.TextGrid" 27 "natuke" "natuke"
"464" "09062022_result.TextGrid" 27 "nagu" "nagu"
"465" "09062022_result.TextGrid" 27 "veebipoe" "veebipoe"
"466" "09062022_result.TextGrid" 28 "raamistik" "raamistik"
"467" "09062022_result.TextGrid" 28 "aga" "aga"
"468" "09062022_result.TextGrid" 28 "et" "et"
"469" "09062022_result.TextGrid" 28 "niiöelda" "niiöelda"
"470" "09062022_result.TextGrid" 28 "müüdaval" "müüdaval"
"471" "09062022_result.TextGrid" 28 "olid" "olid"
"472" "09062022_result.TextGrid" 28 "nagu" "nagu"
"473" "09062022_result.TextGrid" 28 "nimed" "nimed"
"474" "09062022_result.TextGrid" 28 "transinimestele" "####"
