"f" "voor" "ref" "hyp"
"96" "marss_result.TextGrid" 11 "head" "####"
"97" "marss_result.TextGrid" 11 "pridei" "####"
"98" "marss_result.TextGrid" 11 "head" "kaa"
"99" "marss_result.TextGrid" 11 "pridei" "braidi"
"100" "marss_result.TextGrid" 11 "head" "ad"
"101" "marss_result.TextGrid" 11 "pridei" "briti"
"102" "marss_result.TextGrid" 12 "tere" "tere"
"103" "marss_result.TextGrid" 12 "tulemast" "tulemast"
"104" "marss_result.TextGrid" 12 "lillasse" "lillasse"
"105" "marss_result.TextGrid" 12 "agendasse" "agendasse"
"106" "marss_result.TextGrid" 12 "see" "see"
"107" "marss_result.TextGrid" 12 "on" "on"
"108" "marss_result.TextGrid" 12 "podcast" "bodkest"
"109" "marss_result.TextGrid" 12 "mis" "mis"
"110" "marss_result.TextGrid" 12 "räägib" "räägib"
"111" "marss_result.TextGrid" 12 "lgbt" "lgbt"
"112" "marss_result.TextGrid" 12 "+" "pluss"
"113" "marss_result.TextGrid" 12 "sõnasupist" "sõnasupist"
"114" "marss_result.TextGrid" 12 "ja" "ja"
"115" "marss_result.TextGrid" 12 "queer" "quer"
"116" "marss_result.TextGrid" 12 "elust" "elust"
"117" "marss_result.TextGrid" 12 "eestis" "eestis"
"118" "marss_result.TextGrid" 13 "prideid" "braidid"
"119" "marss_result.TextGrid" 13 "said" "said"
"120" "marss_result.TextGrid" 13 "alguse" "alguse"
"121" "marss_result.TextGrid" 13 "usas" "usas"
"122" "marss_result.TextGrid" 14 "seal" "seal"
"123" "marss_result.TextGrid" 14 "oli" "oli"
"124" "marss_result.TextGrid" 14 "konkreetne" "konkreetne"
"125" "marss_result.TextGrid" 14 "olukord" "olukord"
"126" "marss_result.TextGrid" 14 "selline" "selline"
"127" "marss_result.TextGrid" 14 "et" "et"
"128" "marss_result.TextGrid" 14 "et" "et"
"129" "marss_result.TextGrid" 14 "olid" "olid"
"130" "marss_result.TextGrid" 14 "keelatud" "keelatud"
"131" "marss_result.TextGrid" 14 "seksuaalsed" "seksuaalsed"
"132" "marss_result.TextGrid" 14 "aktid" "aktid"
"133" "marss_result.TextGrid" 14 "samast" "samast"
"134" "marss_result.TextGrid" 14 "soost" "soost"
"135" "marss_result.TextGrid" 14 "inimestega" "inimestega"
"136" "marss_result.TextGrid" 14 "ja" "ja"
"137" "marss_result.TextGrid" 14 "need" "need"
"138" "marss_result.TextGrid" 14 "olid" "olid"
"139" "marss_result.TextGrid" 14 "lausa" "lausa"
"140" "marss_result.TextGrid" 14 "kriminaalselt" "kriminaalselt"
"141" "marss_result.TextGrid" 14 "karistatavad" "karistatavad"
"142" "marss_result.TextGrid" 15 "trans" "trans"
"143" "marss_result.TextGrid" 15 "inimesi" "inimesi"
"144" "marss_result.TextGrid" 15 "vahistati" "vahistati"
"145" "marss_result.TextGrid" 15 "seaduse" "seaduse"
"146" "marss_result.TextGrid" 15 "alusel" "alusel"
"147" "marss_result.TextGrid" 15 "mis" "mis"
"148" "marss_result.TextGrid" 15 "nõudis" "nõudis"
"149" "marss_result.TextGrid" 15 "vähemalt" "vähemalt"
"150" "marss_result.TextGrid" 15 "kolme" "kolme"
"151" "marss_result.TextGrid" 15 "riietusest" "riietusest"
"152" "marss_result.TextGrid" 15 "mis" "mis"
"153" "marss_result.TextGrid" 15 "oleks" "oleks"
"154" "marss_result.TextGrid" 15 "vastavuses" "vastavuses"
"155" "marss_result.TextGrid" 15 "sünnil" "sünnil"
"156" "marss_result.TextGrid" 15 "määratud" "määratud"
"157" "marss_result.TextGrid" 15 "sooga" "sooga"
"158" "marss_result.TextGrid" 16 "stonewall" "ston"
"159" "marss_result.TextGrid" 16 "on" "wall"
"160" "marss_result.TextGrid" 16 "väga" "on"
"161" "marss_result.TextGrid" 16 "oluline" "väga"
"162" "marss_result.TextGrid" 16 "sõna" "oluline"
"163" "marss_result.TextGrid" 17 "stonewalli" "stonalli"
"164" "marss_result.TextGrid" 17 "mäss" "mäss"
"165" "marss_result.TextGrid" 17 "või" "või"
"166" "marss_result.TextGrid" 17 "ülestõus" "ülestõus"
"167" "marss_result.TextGrid" 17 "toimus" "toimus"
"168" "marss_result.TextGrid" 17 "kahekümne" "kahekümne"
"169" "marss_result.TextGrid" 17 "kaheksandal" "kaheksandal"
"170" "marss_result.TextGrid" 17 "juunil" "juunil"
"171" "marss_result.TextGrid" 17 "tuhat" "tuhat"
"172" "marss_result.TextGrid" 17 "üheksasada" "üheksasada"
"173" "marss_result.TextGrid" 17 "kuuskümmend" "kuuskümmend"
"174" "marss_result.TextGrid" 17 "üheksa" "üheksa"
"175" "marss_result.TextGrid" 18 "ja" "ja"
"176" "marss_result.TextGrid" 19 "stonewall" "stonmul"
"177" "marss_result.TextGrid" 19 "ei" "ei"
"178" "marss_result.TextGrid" 19 "olnud" "olnud"
"179" "marss_result.TextGrid" 19 "iseenesest" "iseenesest"
"180" "marss_result.TextGrid" 19 "esimene" "esimene"
"181" "marss_result.TextGrid" 19 "selline" "selline"
"182" "marss_result.TextGrid" 19 "ülestõus" "ülestõus"
"183" "marss_result.TextGrid" 19 "või" "või"
"184" "marss_result.TextGrid" 19 "mäss" "mäss"
"185" "marss_result.TextGrid" 19 "neid" "neid"
"186" "marss_result.TextGrid" 19 "oli" "oli"
"187" "marss_result.TextGrid" 19 "olnud" "olnud"
"188" "marss_result.TextGrid" 19 "ka" "ka"
"189" "marss_result.TextGrid" 19 "varem" "varem"
"190" "marss_result.TextGrid" 20 "ja" "ja"
"191" "marss_result.TextGrid" 20 "samuti" "samuti"
"192" "marss_result.TextGrid" 20 "ei" "ei"
"193" "marss_result.TextGrid" 20 "olnud" "olnud"
"194" "marss_result.TextGrid" 20 "see" "see"
"195" "marss_result.TextGrid" 20 "esimene" "esimene"
"196" "marss_result.TextGrid" 20 "kord" "kord"
"197" "marss_result.TextGrid" 20 "kui" "kui"
"198" "marss_result.TextGrid" 20 "oleks" "oleks"
"199" "marss_result.TextGrid" 20 "inimesed" "inimesed"
"200" "marss_result.TextGrid" 20 "oleks" "oleks"
"201" "marss_result.TextGrid" 20 "üritanud" "üritanud"
"202" "marss_result.TextGrid" 20 "parandada" "parandada"
"203" "marss_result.TextGrid" 20 "lgbt" "lgbt"
"204" "marss_result.TextGrid" 20 "inimeste" "inimeste"
"205" "marss_result.TextGrid" 21 "elusid" "elusid"
"206" "marss_result.TextGrid" 21 "ja" "ja"
"207" "marss_result.TextGrid" 21 "seadusi" "seadusi"
"208" "marss_result.TextGrid" 21 "####" "aga"
"209" "marss_result.TextGrid" 21 "aga" "ston"
"210" "marss_result.TextGrid" 21 "stonewall" "wall"
"211" "marss_result.TextGrid" 21 "oli" "oli"
"212" "marss_result.TextGrid" 21 "pöördepunkti" "pöördepunkti"
"213" "marss_result.TextGrid" 21 "pöördepunktiks" "pöördepunktiks"
"214" "marss_result.TextGrid" 21 "ja" "ja"
"215" "marss_result.TextGrid" 21 "sellest" "sellest"
"216" "marss_result.TextGrid" 21 "saigi" "saigi"
"217" "marss_result.TextGrid" 21 "alguse" "alguse"
"218" "marss_result.TextGrid" 21 "selline" "selline"
"219" "marss_result.TextGrid" 21 "gei" "gei"
"220" "marss_result.TextGrid" 22 "enne" "enne"
"221" "marss_result.TextGrid" 22 "seda" "seda"
"222" "marss_result.TextGrid" 22 "stonewalli" "stonwalli"
"223" "marss_result.TextGrid" 22 "võiks" "võiks"
"224" "marss_result.TextGrid" 22 "ära" "ära"
"225" "marss_result.TextGrid" 22 "mainida" "mainida"
"226" "marss_result.TextGrid" 22 "olid" "olid"
"227" "marss_result.TextGrid" 22 "olemas" "olemas"
"228" "marss_result.TextGrid" 22 "sellised" "sellised"
"229" "marss_result.TextGrid" 22 "ühingud" "ühingud"
"230" "marss_result.TextGrid" 22 "nagu" "nagu"
"231" "marss_result.TextGrid" 22 "mattachine" "####"
"232" "marss_result.TextGrid" 22 "society" "####"
"233" "marss_result.TextGrid" 22 "daughters" "####"
"234" "marss_result.TextGrid" 22 "of" "matashinsosaati"
"235" "marss_result.TextGrid" 22 "bilitis" "autof"
"236" "marss_result.TextGrid" 22 "ja" "pilitis"
"237" "marss_result.TextGrid" 23 "ja" "ja"
"238" "marss_result.TextGrid" 23 "brenda" "brenda"
"239" "marss_result.TextGrid" 23 "howard" "howard"
"240" "marss_result.TextGrid" 23 "keda" "keda"
"241" "marss_result.TextGrid" 23 "kutsutakse" "kutsutakse"
"242" "marss_result.TextGrid" 23 "ka" "ka"
"243" "marss_result.TextGrid" 23 "mother" "mother"
"244" "marss_result.TextGrid" 23 "of" "of"
"245" "marss_result.TextGrid" 23 "prideiks" "pridik"
"246" "marss_result.TextGrid" 23 "tema" "tema"
"247" "marss_result.TextGrid" 23 "siis" "siis"
"248" "marss_result.TextGrid" 23 "tuli" "tuli"
"249" "marss_result.TextGrid" 23 "aasta" "aasta"
"250" "marss_result.TextGrid" 23 "####" "pärast"
"251" "marss_result.TextGrid" 23 "pärast" "seda"
"252" "marss_result.TextGrid" 23 "seda" "stone"
"253" "marss_result.TextGrid" 23 "stonewalli" "walli"
"254" "marss_result.TextGrid" 23 "ülestõusu" "ülestõusu"
"255" "marss_result.TextGrid" 23 "####" "välja"
"256" "marss_result.TextGrid" 23 "välja" "ideega"
"257" "marss_result.TextGrid" 23 "ideega" "et"
"258" "marss_result.TextGrid" 23 "et" "et"
"259" "marss_result.TextGrid" 24 "seda" "seda"
"260" "marss_result.TextGrid" 24 "aastapäeva" "aastapäeva"
"261" "marss_result.TextGrid" 24 "ja" "ja"
"262" "marss_result.TextGrid" 24 "lausa" "lausa"
"263" "marss_result.TextGrid" 24 "mitmes" "mitmes"
"264" "marss_result.TextGrid" 24 "usa" "usa"
"265" "marss_result.TextGrid" 24 "linnas" "linnas"
"266" "marss_result.TextGrid" 24 "toimusid" "toimusid"
"267" "marss_result.TextGrid" 24 "s" "####"
"268" "marss_result.TextGrid" 24 "samal" "samal"
"269" "marss_result.TextGrid" 24 "ajal" "ajal"
"270" "marss_result.TextGrid" 24 "prideid" "pridid"
"271" "marss_result.TextGrid" 25 "just" "just"
"272" "marss_result.TextGrid" 25 "ja" "ja"
"273" "marss_result.TextGrid" 25 "nendest" "nendest"
"274" "marss_result.TextGrid" 25 "nimedest" "nimedest"
"275" "marss_result.TextGrid" 25 "võiks" "võiks"
"276" "marss_result.TextGrid" 25 "välja" "välja"
"277" "marss_result.TextGrid" 25 "tuua" "tuua"
"278" "marss_result.TextGrid" 25 "marsha" "marsia"
"279" "marss_result.TextGrid" 25 "p" "pet"
"280" "marss_result.TextGrid" 25 "johnson" "johnson"
"281" "marss_result.TextGrid" 25 "sylvia" "silvia"
"282" "marss_result.TextGrid" 25 "####" "rivera"
"283" "marss_result.TextGrid" 25 "####" "ja"
"284" "marss_result.TextGrid" 25 "rivera" "star"
"285" "marss_result.TextGrid" 25 "ja" "mit"
"286" "marss_result.TextGrid" 26 "ja" "ja"
"287" "marss_result.TextGrid" 26 "jah" "jah"
"288" "marss_result.TextGrid" 26 "need" "need"
"289" "marss_result.TextGrid" 26 "olid" "olid"
"290" "marss_result.TextGrid" 26 "küll" "küll"
"291" "marss_result.TextGrid" 26 "eestvedajad" "eestvedajad"
"292" "marss_result.TextGrid" 26 "kuid" "kuid"
"293" "marss_result.TextGrid" 26 "neid" "neid"
"294" "marss_result.TextGrid" 26 "inimesi" "inimesi"
"295" "marss_result.TextGrid" 26 "oli" "oli"
"296" "marss_result.TextGrid" 26 "nagu" "nagu"
"297" "marss_result.TextGrid" 26 "palju" "palju"
"298" "marss_result.TextGrid" 26 "selles" "selles"
"299" "marss_result.TextGrid" 26 "mõttes" "mõttes"
"300" "marss_result.TextGrid" 26 "et" "et"
"301" "marss_result.TextGrid" 26 "tihti" "tihti"
"302" "marss_result.TextGrid" 26 "tuuakse" "tuuakse"
"303" "marss_result.TextGrid" 26 "välja" "välja"
"304" "marss_result.TextGrid" 26 "indiviidid" "indiviidid"
"305" "marss_result.TextGrid" 26 "aga" "aga"
"306" "marss_result.TextGrid" 26 "tegelikult" "tegelikult"
"307" "marss_result.TextGrid" 26 "oli" "oli"
"308" "marss_result.TextGrid" 26 "see" "see"
"309" "marss_result.TextGrid" 26 "kogukond" "kogukond"
"310" "marss_result.TextGrid" 26 "mis" "mis"
"311" "marss_result.TextGrid" 26 "siis" "siis"
"312" "marss_result.TextGrid" 26 "mässas" "mässas"
"313" "marss_result.TextGrid" 26 "politseivägivalla" "politseivägivalla"
"314" "marss_result.TextGrid" 26 "vastu" "vastu"
"315" "marss_result.TextGrid" 27 "jah" "jah"
"316" "marss_result.TextGrid" 27 "ma" "ma"
"317" "marss_result.TextGrid" 27 "arvan" "arvan"
"318" "marss_result.TextGrid" 27 "et" "et"
"319" "marss_result.TextGrid" 27 "see" "see"
"320" "marss_result.TextGrid" 27 "ei" "####"
"321" "marss_result.TextGrid" 27 "küsimus" "küsimus"
"322" "marss_result.TextGrid" 27 "ei" "ei"
"323" "marss_result.TextGrid" 27 "olegi" "olegi"
"324" "marss_result.TextGrid" 27 "selles" "selles"
"325" "marss_result.TextGrid" 27 "et" "et"
"326" "marss_result.TextGrid" 27 "mhmh" "####"
"327" "marss_result.TextGrid" 27 "kedagi" "kedagi"
"328" "marss_result.TextGrid" 27 "hukka" "hukka"
"329" "marss_result.TextGrid" 27 "mõista" "mõista"
"330" "marss_result.TextGrid" 27 "vaid" "vaid"
"331" "marss_result.TextGrid" 27 "see" "see"
"332" "marss_result.TextGrid" 27 "on" "on"
"333" "marss_result.TextGrid" 27 "pigem" "pigem"
"334" "marss_result.TextGrid" 27 "selline" "selline"
"335" "marss_result.TextGrid" 27 "taktikaline" "taktikaline"
"336" "marss_result.TextGrid" 27 "küsimus" "küsimus"
"337" "marss_result.TextGrid" 27 "jaa" "####"
"338" "marss_result.TextGrid" 27 "jaa" "####"
"339" "marss_result.TextGrid" 27 "või" "või"
"340" "marss_result.TextGrid" 27 "küsimus" "küsimus"
"341" "marss_result.TextGrid" 27 "nagu" "nagu"
"342" "marss_result.TextGrid" 27 "tulevikuks" "tulevikuks"
"343" "marss_result.TextGrid" 27 "või" "või"
"344" "marss_result.TextGrid" 27 "selleks" "selleks"
"345" "marss_result.TextGrid" 27 "et" "et"
"346" "marss_result.TextGrid" 27 "kuidas" "kuidas"
"347" "marss_result.TextGrid" 27 "peaks" "peaks"
"348" "marss_result.TextGrid" 27 "üldse" "üldse"
"349" "marss_result.TextGrid" 27 "inimõiguste" "inimõiguste"
"350" "marss_result.TextGrid" 27 "teemadega" "teemadega"
"351" "marss_result.TextGrid" 27 "ja" "ja"
"352" "marss_result.TextGrid" 27 "ka" "ka"
"353" "marss_result.TextGrid" 27 "muude" "muude"
"354" "marss_result.TextGrid" 27 "probleemidega" "probleemidega"
"355" "marss_result.TextGrid" 27 "mis" "mis"
"356" "marss_result.TextGrid" 27 "ühiskonnas" "ühiskonnas"
"357" "marss_result.TextGrid" 27 "on" "on"
"358" "marss_result.TextGrid" 27 "tegelema" "tegelema"
"359" "marss_result.TextGrid" 27 "aga" "aga"
"360" "marss_result.TextGrid" 27 "me" "me"
"361" "marss_result.TextGrid" 27 "oleme" "oleme"
"362" "marss_result.TextGrid" 27 "loomulikult" "loomulikult"
"363" "marss_result.TextGrid" 27 "praegu" "praegu"
"364" "marss_result.TextGrid" 27 "hoopis" "hoopis"
"365" "marss_result.TextGrid" 27 "teises" "teises"
"366" "marss_result.TextGrid" 27 "ajas" "ajas"
"367" "marss_result.TextGrid" 27 "mhmh" "####"
"368" "marss_result.TextGrid" 27 "ja" "ja"
"369" "marss_result.TextGrid" 27 "meil" "meil"
"370" "marss_result.TextGrid" 27 "ongi" "ongi"
"371" "marss_result.TextGrid" 27 "viimase" "viimase"
"372" "marss_result.TextGrid" 27 "aasta" "aasta"
"373" "marss_result.TextGrid" 27 "kahe" "kahe"
"374" "marss_result.TextGrid" 27 "jooksul" "jooksul"
"375" "marss_result.TextGrid" 27 "toimunud" "toimunud"
"376" "marss_result.TextGrid" 27 "nii" "nii"
"377" "marss_result.TextGrid" 27 "palju" "palju"
"378" "marss_result.TextGrid" 27 "muutusi" "muutusi"
"379" "marss_result.TextGrid" 27 "just" "just"
"380" "marss_result.TextGrid" 27 "selles" "selles"
"381" "marss_result.TextGrid" 27 "protestikultuuris" "protestikultuuris"
"382" "marss_result.TextGrid" 27 "ja" "ja"
"383" "marss_result.TextGrid" 27 "selles" "selles"
"384" "marss_result.TextGrid" 27 "kuidas" "kuidas"
"385" "marss_result.TextGrid" 27 "inimesed" "inimesed"
"386" "marss_result.TextGrid" 28 "on" "on"
"387" "marss_result.TextGrid" 28 "rohkem" "rohkem"
"388" "marss_result.TextGrid" 28 "valmis" "valmis"
"389" "marss_result.TextGrid" 28 "siis" "####"
"390" "marss_result.TextGrid" 28 "seisma" "seisma"
"391" "marss_result.TextGrid" 28 "oma" "oma"
"392" "marss_result.TextGrid" 28 "õiguste" "õiguste"
"393" "marss_result.TextGrid" 28 "eest" "eest"
"394" "marss_result.TextGrid" 28 "ja" "ja"
"395" "marss_result.TextGrid" 28 "nagu" "nagu"
"396" "marss_result.TextGrid" 28 "võibolla" "võibolla"
"397" "marss_result.TextGrid" 28 "see" "see"
"398" "marss_result.TextGrid" 28 "seda" "seda"
"399" "marss_result.TextGrid" 28 "seda" "seda"
"400" "marss_result.TextGrid" 28 "see" "see"
"401" "marss_result.TextGrid" 28 "lihtsalt" "lihtsalt"
"402" "marss_result.TextGrid" 28 "poliitiline" "poliitiline"
"403" "marss_result.TextGrid" 28 "kultuur" "kultuur"
"404" "marss_result.TextGrid" 28 "on" "on"
"405" "marss_result.TextGrid" 28 "muutunud" "muutunud"
"406" "marss_result.TextGrid" 28 "ka" "ka"
"407" "marss_result.TextGrid" 29 "no" "no"
"408" "marss_result.TextGrid" 29 "minul" "minul"
"409" "marss_result.TextGrid" 29 "on" "on"
"410" "marss_result.TextGrid" 29 "see" "see"
"411" "marss_result.TextGrid" 29 "et" "et"
"412" "marss_result.TextGrid" 29 "et" "et"
"413" "marss_result.TextGrid" 29 "ma" "ma"
"414" "marss_result.TextGrid" 29 "olen" "olen"
"415" "marss_result.TextGrid" 29 "käinud" "käinud"
"416" "marss_result.TextGrid" 29 "praididel" "praididel"
"417" "marss_result.TextGrid" 29 "päris" "päris"
"418" "marss_result.TextGrid" 29 "pikka" "pikka"
"419" "marss_result.TextGrid" 29 "aega" "aega"
"420" "marss_result.TextGrid" 29 "aga" "aga"
"421" "marss_result.TextGrid" 29 "kuna" "kuna"
"422" "marss_result.TextGrid" 29 "siis" "siis"
"423" "marss_result.TextGrid" 29 "kui" "kui"
"424" "marss_result.TextGrid" 29 "mina" "mina"
"425" "marss_result.TextGrid" 29 "kapist" "kapist"
"426" "marss_result.TextGrid" 29 "välja" "välja"
"427" "marss_result.TextGrid" 29 "tulin" "tulin"
"428" "marss_result.TextGrid" 29 "eestis" "eestis"
"429" "marss_result.TextGrid" 29 "parasjagu" "parasjagu"
"430" "marss_result.TextGrid" 30 "praidi" "praidi"
"431" "marss_result.TextGrid" 30 "rongkäike" "rongkäik"
"432" "marss_result.TextGrid" 30 "ei" "ei"
"433" "marss_result.TextGrid" 30 "korraldatud" "korraldatud"
"434" "marss_result.TextGrid" 30 "küll" "küll"
"435" "marss_result.TextGrid" 30 "olid" "olid"
"436" "marss_result.TextGrid" 30 "väga" "väga"
"437" "marss_result.TextGrid" 30 "toredad" "toredad"
"438" "marss_result.TextGrid" 30 "kultuurinädalad" "kultuurinädalad"
"439" "marss_result.TextGrid" 30 "mis" "mis"
"440" "marss_result.TextGrid" 30 "toimusid" "toimusid"
"441" "marss_result.TextGrid" 30 "ja" "ja"
"442" "marss_result.TextGrid" 30 "kus" "kus"
"443" "marss_result.TextGrid" 30 "näidati" "näidati"
"444" "marss_result.TextGrid" 30 "filme" "filme"
"445" "marss_result.TextGrid" 30 "sai" "sai"
"446" "marss_result.TextGrid" 30 "s" "####"
"447" "marss_result.TextGrid" 30 "käia" "käia"
"448" "marss_result.TextGrid" 30 "näitustel" "näitustel"
"449" "marss_result.TextGrid" 30 "ja" "ja"
"450" "marss_result.TextGrid" 30 "ja" "ja"
"451" "marss_result.TextGrid" 30 "noh" "####"
"452" "marss_result.TextGrid" 30 "toimusid" "toimusid"
"453" "marss_result.TextGrid" 30 "peod" "peod"
"454" "marss_result.TextGrid" 30 "ka" "ka"
"455" "marss_result.TextGrid" 30 "kus" "kus"
"456" "marss_result.TextGrid" 30 "sa" "sa"
"457" "marss_result.TextGrid" 30 "inimestega" "inimestega"
"458" "marss_result.TextGrid" 30 "tutvuda" "tutvuda"
"459" "marss_result.TextGrid" 30 "aga" "aga"
"460" "marss_result.TextGrid" 30 "siis" "siis"
"461" "marss_result.TextGrid" 30 "mina" "mina"
"462" "marss_result.TextGrid" 30 "vist" "vist"
"463" "marss_result.TextGrid" 30 "esimene" "esimene"
"464" "marss_result.TextGrid" 31 "paraad" "paraad"
"465" "marss_result.TextGrid" 31 "või" "või"
"466" "marss_result.TextGrid" 31 "rongkäik" "rongkäik"
"467" "marss_result.TextGrid" 31 "kus" "kus"
"468" "marss_result.TextGrid" 31 "ma" "ma"
"469" "marss_result.TextGrid" 31 "käisin" "käisin"
"470" "marss_result.TextGrid" 31 "oli" "oli"
"471" "marss_result.TextGrid" 31 "soomes" "soomes"
"472" "marss_result.TextGrid" 32 "aga" "aga"
"473" "marss_result.TextGrid" 32 "aga" "aga"
"474" "marss_result.TextGrid" 32 "mis" "mis"
"475" "marss_result.TextGrid" 32 "mulle" "mulle"
"476" "marss_result.TextGrid" 32 "tõesti" "tõesti"
"477" "marss_result.TextGrid" 32 "nagu" "nagu"
"478" "marss_result.TextGrid" 32 "meelde" "meelde"
"479" "marss_result.TextGrid" 32 "jäänud" "jäänud"
"480" "marss_result.TextGrid" 32 "ongi" "ongi"
"481" "marss_result.TextGrid" 32 "kahe" "kahe"
"482" "marss_result.TextGrid" 32 "tuhande" "tuhande"
"483" "marss_result.TextGrid" 32 "viieteistkümnenda" "viieteistkümnenda"
"484" "marss_result.TextGrid" 32 "aasta" "aasta"
"485" "marss_result.TextGrid" 32 "pridei" "braidi"
"486" "marss_result.TextGrid" 32 "rongkäik" "rongkäik"
"487" "marss_result.TextGrid" 32 "kus" "kus"
"488" "marss_result.TextGrid" 32 "ma" "ma"
"489" "marss_result.TextGrid" 32 "käisin" "käisin"
