"f" "voor" "ref" "hyp"
"46" "transmbi_result.TextGrid" 2 "mõne" "mõne"
"47" "transmbi_result.TextGrid" 2 "teise" "teise"
"48" "transmbi_result.TextGrid" 2 "soo" "####"
"49" "transmbi_result.TextGrid" 2 "rolli" "soorolli"
"50" "transmbi_result.TextGrid" 2 "näiteks" "näiteks"
"51" "transmbi_result.TextGrid" 2 "l" "####"
"52" "transmbi_result.TextGrid" 2 "levinud" "levinud"
"53" "transmbi_result.TextGrid" 2 "stereotüüp" "stereotüüp"
"54" "transmbi_result.TextGrid" 2 "on" "on"
"55" "transmbi_result.TextGrid" 2 "heteroseksuaalsed" "heteroseksuaalsed"
"56" "transmbi_result.TextGrid" 2 "siis" "siis"
"57" "transmbi_result.TextGrid" 2 "mehed" "mehed"
"58" "transmbi_result.TextGrid" 2 "kes" "kes"
"59" "transmbi_result.TextGrid" 2 "tahavad" "tahavad"
"60" "transmbi_result.TextGrid" 2 "käia" "käia"
"61" "transmbi_result.TextGrid" 2 "mingites" "mingites"
"62" "transmbi_result.TextGrid" 2 "olukordades" "olukordades"
"63" "transmbi_result.TextGrid" 2 "esineda" "esineda"
"64" "transmbi_result.TextGrid" 2 "naisena" "naisena"
"65" "transmbi_result.TextGrid" 3 "sellel" "sellel"
"66" "transmbi_result.TextGrid" 3 "te" "####"
"67" "transmbi_result.TextGrid" 3 "tegevusel" "tegevusel"
"68" "transmbi_result.TextGrid" 3 "ei" "####"
"69" "transmbi_result.TextGrid" 3 "ei" "ei"
"70" "transmbi_result.TextGrid" 3 "ole" "ole"
"71" "transmbi_result.TextGrid" 3 "midagi" "midagi"
"72" "transmbi_result.TextGrid" 3 "viga" "viga"
"73" "transmbi_result.TextGrid" 3 "see" "see"
"74" "transmbi_result.TextGrid" 3 "on" "on"
"75" "transmbi_result.TextGrid" 3 "täiesti" "täiesti"
"76" "transmbi_result.TextGrid" 3 "normaalne" "normaalne"
"77" "transmbi_result.TextGrid" 3 "aga" "aga"
"78" "transmbi_result.TextGrid" 3 "seda" "seda"
"79" "transmbi_result.TextGrid" 3 "sõna" "sõna"
"80" "transmbi_result.TextGrid" 3 "kasutatakse" "kasutatakse"
"81" "transmbi_result.TextGrid" 3 "väga" "väga"
"82" "transmbi_result.TextGrid" 3 "tihti" "tihti"
"83" "transmbi_result.TextGrid" 3 "selleks" "selleks"
"84" "transmbi_result.TextGrid" 3 "et" "et"
"85" "transmbi_result.TextGrid" 3 "kirjeldada" "kirjeldada"
"86" "transmbi_result.TextGrid" 3 "transsoolisi" "transsoolisi"
"87" "transmbi_result.TextGrid" 3 "inimesi" "inimesi"
"88" "transmbi_result.TextGrid" 3 "aga" "aga"
"89" "transmbi_result.TextGrid" 3 "tegelikult" "tegelikult"
"90" "transmbi_result.TextGrid" 3 "on" "on"
"91" "transmbi_result.TextGrid" 3 "tegemist" "tegemist"
"92" "transmbi_result.TextGrid" 3 "kahe" "kahe"
"93" "transmbi_result.TextGrid" 3 "täiesti" "täiesti"
"94" "transmbi_result.TextGrid" 3 "erineva" "erineva"
"95" "transmbi_result.TextGrid" 3 "grupi" "grupi"
"96" "transmbi_result.TextGrid" 3 "inimestega" "inimestega"
"97" "transmbi_result.TextGrid" 3 "sõna" "sõna"
"98" "transmbi_result.TextGrid" 3 "transvestiit" "transistiit"
"99" "transmbi_result.TextGrid" 3 "võib" "võib"
"100" "transmbi_result.TextGrid" 3 "olla" "olla"
"101" "transmbi_result.TextGrid" 3 "ka" "ka"
"102" "transmbi_result.TextGrid" 3 "ohtlik" "ohtlik"
"103" "transmbi_result.TextGrid" 3 "selleks" "selleks"
"104" "transmbi_result.TextGrid" 3 "et" "et"
"105" "transmbi_result.TextGrid" 3 "kirjeldada" "kirjeldada"
"106" "transmbi_result.TextGrid" 3 "ristiriietujaid" "ristiriietujaid"
"107" "transmbi_result.TextGrid" 3 "ma" "ma"
"108" "transmbi_result.TextGrid" 3 "väga" "väga"
"109" "transmbi_result.TextGrid" 3 "ei" "ei"
"110" "transmbi_result.TextGrid" 3 "oska" "oska"
"111" "transmbi_result.TextGrid" 3 "sellel" "sellel"
"112" "transmbi_result.TextGrid" 3 "sõnal" "sõna"
"113" "transmbi_result.TextGrid" 3 "sõna" "sõna"
"114" "transmbi_result.TextGrid" 3 "võtta" "võttes"
"115" "transmbi_result.TextGrid" 3 "sest" "et"
"116" "transmbi_result.TextGrid" 3 "ma" "ma"
"117" "transmbi_result.TextGrid" 3 "ei" "ei"
"118" "transmbi_result.TextGrid" 3 "ole" "ole"
"119" "transmbi_result.TextGrid" 3 "ise" "ise"
"120" "transmbi_result.TextGrid" 3 "ise" "ise"
"121" "transmbi_result.TextGrid" 3 "selle" "selle"
"122" "transmbi_result.TextGrid" 3 "kogu" "####"
"123" "transmbi_result.TextGrid" 3 "kogukonna" "kogukonna"
"124" "transmbi_result.TextGrid" 3 "esindajaga" "esindajaga"
"125" "transmbi_result.TextGrid" 3 "esindaja" "esindaja"
"126" "transmbi_result.TextGrid" 3 "aga" "aga"
"127" "transmbi_result.TextGrid" 3 "ma" "####"
"128" "transmbi_result.TextGrid" 3 "arvan" "####"
"129" "transmbi_result.TextGrid" 3 "et" "####"
"130" "transmbi_result.TextGrid" 3 "ma" "ma"
"131" "transmbi_result.TextGrid" 3 "ma" "ma"
"132" "transmbi_result.TextGrid" 3 "arvan" "arvan"
"133" "transmbi_result.TextGrid" 3 "et" "et"
"134" "transmbi_result.TextGrid" 3 "selle" "selle"
"135" "transmbi_result.TextGrid" 3 "sõnaga" "sõnaga"
"136" "transmbi_result.TextGrid" 3 "võiks" "võiks"
"137" "transmbi_result.TextGrid" 3 "ka" "ka"
"138" "transmbi_result.TextGrid" 3 "ettevaatlikult" "ettevaatlikult"
"139" "transmbi_result.TextGrid" 3 "ringi" "ringi"
"140" "transmbi_result.TextGrid" 3 "käia" "käia"
"141" "transmbi_result.TextGrid" 3 "igal" "igal"
"142" "transmbi_result.TextGrid" 3 "juhul" "juhul"
"143" "transmbi_result.TextGrid" 3 "mhmh" "####"
"144" "transmbi_result.TextGrid" 4 "jaa" "ja"
"145" "transmbi_result.TextGrid" 4 "just" "just"
"146" "transmbi_result.TextGrid" 4 "see" "see"
"147" "transmbi_result.TextGrid" 4 "sõna" "sõna"
"148" "transmbi_result.TextGrid" 4 "oli" "oli"
"149" "transmbi_result.TextGrid" 4 "väga" "väga"
"150" "transmbi_result.TextGrid" 4 "levinud" "levinud"
"151" "transmbi_result.TextGrid" 4 "eesti" "eesti"
"152" "transmbi_result.TextGrid" 4 "avalikkuses" "avalikkus"
"153" "transmbi_result.TextGrid" 4 "ja" "see"
"154" "transmbi_result.TextGrid" 4 "meedias" "meeldis"
"155" "transmbi_result.TextGrid" 4 "üheksakümnendatel" "üheksakümnendatel"
"156" "transmbi_result.TextGrid" 4 "ja" "ja"
"157" "transmbi_result.TextGrid" 4 "varastel" "varastel"
"158" "transmbi_result.TextGrid" 4 "nullnullindatel" "nullnullindatel"
"159" "transmbi_result.TextGrid" 4 "tegelikult" "tegelikult"
"160" "transmbi_result.TextGrid" 4 "ja" "ja"
"161" "transmbi_result.TextGrid" 4 "seda" "seda"
"162" "transmbi_result.TextGrid" 4 "kasutatigi" "kasutatigi"
"163" "transmbi_result.TextGrid" 4 "just" "just"
"164" "transmbi_result.TextGrid" 4 "transinimeste" "transinimeste"
"165" "transmbi_result.TextGrid" 4 "kirjeldamiseks" "kirjeldamiseks"
"166" "transmbi_result.TextGrid" 4 "ja" "ja"
"167" "transmbi_result.TextGrid" 4 "nagu" "nagu"
"168" "transmbi_result.TextGrid" 4 "sa" "sa"
"169" "transmbi_result.TextGrid" 4 "mainisid" "mainisid"
"170" "transmbi_result.TextGrid" 4 "meil" "meil"
"171" "transmbi_result.TextGrid" 4 "siis" "siis"
"172" "transmbi_result.TextGrid" 4 "sellel" "sellel"
"173" "transmbi_result.TextGrid" 4 "on" "on"
"174" "transmbi_result.TextGrid" 4 "selline" "selline"
"175" "transmbi_result.TextGrid" 4 "isegi" "isegi"
"176" "transmbi_result.TextGrid" 4 "se" "####"
"177" "transmbi_result.TextGrid" 4 "see" "####"
"178" "transmbi_result.TextGrid" 4 "selline" "selline"
"179" "transmbi_result.TextGrid" 4 "erootilise" "erootilise"
"180" "transmbi_result.TextGrid" 4 "või" "või"
"181" "transmbi_result.TextGrid" 4 "fetišistlik" "fetišistlik"
"182" "transmbi_result.TextGrid" 4 "konnotatsioon" "konnotatsioon"
"183" "transmbi_result.TextGrid" 4 "et" "et"
"184" "transmbi_result.TextGrid" 4 "et" "et"
"185" "transmbi_result.TextGrid" 4 "inimesed" "inimesed"
"186" "transmbi_result.TextGrid" 4 "tahavad" "tahavad"
"187" "transmbi_result.TextGrid" 4 "kuidagi" "kuidagi"
"188" "transmbi_result.TextGrid" 4 "nagu" "nagu"
"189" "transmbi_result.TextGrid" 4 "kanda" "kanda"
"190" "transmbi_result.TextGrid" 4 "teise" "teise"
"191" "transmbi_result.TextGrid" 4 "soo" "####"
"192" "transmbi_result.TextGrid" 4 "riideid" "sooriideid"
"193" "transmbi_result.TextGrid" 4 "et" "et"
"194" "transmbi_result.TextGrid" 4 "saada" "saada"
"195" "transmbi_result.TextGrid" 4 "nagu" "nagu"
"196" "transmbi_result.TextGrid" 4 "mingit" "mingit"
"197" "transmbi_result.TextGrid" 4 "erootilist" "####"
"198" "transmbi_result.TextGrid" 4 "e" "eurootilist"
"199" "transmbi_result.TextGrid" 4 "erutust" "erutust"
"200" "transmbi_result.TextGrid" 4 "või" "või"
"201" "transmbi_result.TextGrid" 4 "mi" "####"
"202" "transmbi_result.TextGrid" 4 "midagi" "midagi"
"203" "transmbi_result.TextGrid" 4 "nagu" "nagu"
"204" "transmbi_result.TextGrid" 4 "sellist" "sellist"
"205" "transmbi_result.TextGrid" 4 "m" "####"
"206" "transmbi_result.TextGrid" 4 "mis" "mis"
"207" "transmbi_result.TextGrid" 4 "võib" "võib"
"208" "transmbi_result.TextGrid" 4 "mingite" "mingite"
"209" "transmbi_result.TextGrid" 4 "inimeste" "inimeste"
"210" "transmbi_result.TextGrid" 4 "puhul" "puhul"
"211" "transmbi_result.TextGrid" 4 "olla" "olla"
"212" "transmbi_result.TextGrid" 4 "tõsi" "tõsi"
"213" "transmbi_result.TextGrid" 4 "ja" "ja"
"214" "transmbi_result.TextGrid" 4 "selles" "selles"
"215" "transmbi_result.TextGrid" 4 "pole" "pole"
"216" "transmbi_result.TextGrid" 4 "mida" "midagi"
"217" "transmbi_result.TextGrid" 4 "midagi" "midagi"
"218" "transmbi_result.TextGrid" 4 "nagu" "nagu"
"219" "transmbi_result.TextGrid" 4 "halba" "halba"
"220" "transmbi_result.TextGrid" 4 "ega" "####"
"221" "transmbi_result.TextGrid" 4 "ega" "ega"
"222" "transmbi_result.TextGrid" 4 "valesti" "valesti"
"223" "transmbi_result.TextGrid" 4 "aga" "aga"
"224" "transmbi_result.TextGrid" 4 "jällegi" "jällegi"
"225" "transmbi_result.TextGrid" 4 "see" "see"
"226" "transmbi_result.TextGrid" 4 "ei" "ei"
"227" "transmbi_result.TextGrid" 4 "see" "see"
"228" "transmbi_result.TextGrid" 4 "tegelikult" "tegelikult"
"229" "transmbi_result.TextGrid" 4 "ei" "ei"
"230" "transmbi_result.TextGrid" 4 "kirjelda" "kirjelda"
"231" "transmbi_result.TextGrid" 4 "adekvaatselt" "adekvaatselt"
"232" "transmbi_result.TextGrid" 4 "suurem" "suurem"
"233" "transmbi_result.TextGrid" 4 "osa" "osa"
"234" "transmbi_result.TextGrid" 4 "transinimeste" "transinimeste"
"235" "transmbi_result.TextGrid" 4 "kogemusi" "kogemusi"
"236" "transmbi_result.TextGrid" 5 "ja" "ja"
"237" "transmbi_result.TextGrid" 5 "soo" "soo"
"238" "transmbi_result.TextGrid" 5 "korrigeerimine" "korrigeerimine"
"239" "transmbi_result.TextGrid" 5 "se" "####"
"240" "transmbi_result.TextGrid" 5 "sellel" "sellel"
"241" "transmbi_result.TextGrid" 5 "on" "on"
"242" "transmbi_result.TextGrid" 5 "ka" "ka"
"243" "transmbi_result.TextGrid" 5 "see" "see"
"244" "transmbi_result.TextGrid" 5 "probleem" "probleem"
"245" "transmbi_result.TextGrid" 5 "et" "et"
"246" "transmbi_result.TextGrid" 5 "see" "see"
"247" "transmbi_result.TextGrid" 5 "see" "see"
"248" "transmbi_result.TextGrid" 5 "sõna" "sõna"
"249" "transmbi_result.TextGrid" 5 "eeldab" "eeldab"
"250" "transmbi_result.TextGrid" 5 "et" "et"
"251" "transmbi_result.TextGrid" 5 "transsoolisusel" "transsoolisusel"
"252" "transmbi_result.TextGrid" 5 "on" "on"
"253" "transmbi_result.TextGrid" 5 "iseenesest" "iseenesest"
"254" "transmbi_result.TextGrid" 5 "nagu" "nagu"
"255" "transmbi_result.TextGrid" 5 "midagi" "midagi"
"256" "transmbi_result.TextGrid" 5 "viga" "viga"
"257" "transmbi_result.TextGrid" 5 "mis" "mis"
"258" "transmbi_result.TextGrid" 5 "vajab" "vajab"
"259" "transmbi_result.TextGrid" 5 "mingisugust" "mingisugust"
"260" "transmbi_result.TextGrid" 5 "parandamist" "parandamist"
"261" "transmbi_result.TextGrid" 5 "või" "####"
"262" "transmbi_result.TextGrid" 5 "või" "või"
"263" "transmbi_result.TextGrid" 5 "korrigeerimist" "korrigeerimist"
"264" "transmbi_result.TextGrid" 5 "või" "või"
"265" "transmbi_result.TextGrid" 5 "mingisugust" "mingisugust"
"266" "transmbi_result.TextGrid" 5 "nagu" "nagu"
"267" "transmbi_result.TextGrid" 5 "arstiabi" "arstiabi"
"268" "transmbi_result.TextGrid" 5 "mis" "mis"
"269" "transmbi_result.TextGrid" 5 "mis" "mis"
"270" "transmbi_result.TextGrid" 5 "tegelikult" "tegelikult"
"271" "transmbi_result.TextGrid" 5 "jällegi" "jällegi"
"272" "transmbi_result.TextGrid" 5 "on" "on"
"273" "transmbi_result.TextGrid" 5 "eksitav" "eksitav"
"274" "transmbi_result.TextGrid" 5 "ja" "ja"
"275" "transmbi_result.TextGrid" 5 "lihtsustav" "lihtsustav"
"276" "transmbi_result.TextGrid" 5 "käsitlus" "käsitlus"
"277" "transmbi_result.TextGrid" 5 "meie" "meie"
"278" "transmbi_result.TextGrid" 5 "eludest" "eludest"
"279" "transmbi_result.TextGrid" 5 "need" "need"
"280" "transmbi_result.TextGrid" 5 "olid" "olid"
"281" "transmbi_result.TextGrid" 5 "siis" "siis"
"282" "transmbi_result.TextGrid" 5 "lilla" "lilleagenda"
"283" "transmbi_result.TextGrid" 5 "agenda" "sõnavara"
"284" "transmbi_result.TextGrid" 5 "sõnavaraminutid" "minutid"
"285" "transmbi_result.TextGrid" 6 "aga" "aga"
"286" "transmbi_result.TextGrid" 6 "liigume" "liigume"
"287" "transmbi_result.TextGrid" 6 "siit" "siit"
"288" "transmbi_result.TextGrid" 6 "edasi" "edasi"
"289" "transmbi_result.TextGrid" 6 "meie" "meie"
"290" "transmbi_result.TextGrid" 6 "peamise" "peamise"
"291" "transmbi_result.TextGrid" 6 "teemaga" "teemaga"
"292" "transmbi_result.TextGrid" 6 "seekord" "seekord"
"293" "transmbi_result.TextGrid" 6 "ja" "ja"
"294" "transmbi_result.TextGrid" 6 "s" "####"
"295" "transmbi_result.TextGrid" 6 "need" "need"
"296" "transmbi_result.TextGrid" 6 "on" "on"
"297" "transmbi_result.TextGrid" 6 "transstereotüübid" "transtere"
"298" "transmbi_result.TextGrid" 7 "miks" "miks"
"299" "transmbi_result.TextGrid" 7 "need" "need"
"300" "transmbi_result.TextGrid" 7 "ei" "ei"
"301" "transmbi_result.TextGrid" 7 "ole" "ole"
"302" "transmbi_result.TextGrid" 7 "väga" "väga"
"303" "transmbi_result.TextGrid" 7 "adekvaatsed" "adekvaatsed"
"304" "transmbi_result.TextGrid" 7 "jaa" "ja"
"305" "transmbi_result.TextGrid" 7 "et" "et"
"306" "transmbi_result.TextGrid" 7 "kui" "####"
"307" "transmbi_result.TextGrid" 7 "ma" "####"
"308" "transmbi_result.TextGrid" 7 "kui" "kui"
"309" "transmbi_result.TextGrid" 7 "ma" "ma"
"310" "transmbi_result.TextGrid" 7 "tulin" "tulin"
"311" "transmbi_result.TextGrid" 7 "siia" "siia"
"312" "transmbi_result.TextGrid" 7 "saatesse" "saatesse"
"313" "transmbi_result.TextGrid" 7 "et" "####"
"314" "transmbi_result.TextGrid" 7 "si" "####"
"315" "transmbi_result.TextGrid" 7 "siis" "siis"
"316" "transmbi_result.TextGrid" 7 "ma" "ma"
"317" "transmbi_result.TextGrid" 7 "mõtlesin" "mõtlesin"
"318" "transmbi_result.TextGrid" 7 "et" "et"
"319" "transmbi_result.TextGrid" 7 "et" "et"
"320" "transmbi_result.TextGrid" 7 "võibolla" "võibolla"
"321" "transmbi_result.TextGrid" 7 "üks" "üks"
"322" "transmbi_result.TextGrid" 7 "mõiste" "mõiste"
"323" "transmbi_result.TextGrid" 7 "mis" "mis"
"324" "transmbi_result.TextGrid" 7 "võib" "võib"
"325" "transmbi_result.TextGrid" 7 "aidata" "aidata"
"326" "transmbi_result.TextGrid" 7 "meil" "meil"
"327" "transmbi_result.TextGrid" 7 "lahti" "lahti"
"328" "transmbi_result.TextGrid" 7 "harutada" "harutada"
"329" "transmbi_result.TextGrid" 7 "seda" "seda"
"330" "transmbi_result.TextGrid" 7 "et" "et"
"331" "transmbi_result.TextGrid" 7 "et" "et"
"332" "transmbi_result.TextGrid" 7 "kust" "kust"
"333" "transmbi_result.TextGrid" 7 "need" "need"
"334" "transmbi_result.TextGrid" 7 "stereotüübid" "stereotüübid"
"335" "transmbi_result.TextGrid" 7 "tulevad" "tulevad"
"336" "transmbi_result.TextGrid" 7 "ja" "ja"
"337" "transmbi_result.TextGrid" 7 "ja" "ja"
"338" "transmbi_result.TextGrid" 7 "kust" "kust"
"339" "transmbi_result.TextGrid" 7 "võib" "võib"
"340" "transmbi_result.TextGrid" 7 "võib" "võib"
"341" "transmbi_result.TextGrid" 7 "tulla" "tulla"
"342" "transmbi_result.TextGrid" 7 "ütleme" "ütleme"
"343" "transmbi_result.TextGrid" 7 "need" "need"
"344" "transmbi_result.TextGrid" 7 "küsimused" "küsimused"
"345" "transmbi_result.TextGrid" 7 "mida" "mida"
"346" "transmbi_result.TextGrid" 7 "tihti" "tihti"
"347" "transmbi_result.TextGrid" 7 "trans" "####"
"348" "transmbi_result.TextGrid" 7 "inimesed" "taninimesed"
"349" "transmbi_result.TextGrid" 7 "kuule" "kuule"
"350" "transmbi_result.TextGrid" 7 "transsoolised" "transsoollised"
"351" "transmbi_result.TextGrid" 7 "inimesed" "inimesed"
"352" "transmbi_result.TextGrid" 7 "kuulevad" "kuulevad"
"353" "transmbi_result.TextGrid" 7 "on" "on"
"354" "transmbi_result.TextGrid" 7 "on" "on"
"355" "transmbi_result.TextGrid" 7 "transnormatiivsus" "transnormatiivisus"
"356" "transmbi_result.TextGrid" 7 "see" "see"
"357" "transmbi_result.TextGrid" 7 "on" "####"
"358" "transmbi_result.TextGrid" 7 "võrdlemisi" "võrdlemisi"
"359" "transmbi_result.TextGrid" 7 "uus" "uus"
"360" "transmbi_result.TextGrid" 7 "mõiste" "mõiste"
"361" "transmbi_result.TextGrid" 7 "tegelikult" "tegelikult"
"362" "transmbi_result.TextGrid" 7 "ja" "ja"
"363" "transmbi_result.TextGrid" 7 "kõige" "kõige"
"364" "transmbi_result.TextGrid" 7 "üldisemalt" "üldisemalt"
"365" "transmbi_result.TextGrid" 7 "öelduna" "öelduna"
"366" "transmbi_result.TextGrid" 7 "tähistab" "tähistab"
"367" "transmbi_result.TextGrid" 7 "see" "see"
"368" "transmbi_result.TextGrid" 7 "mingisuguseid" "mingisuguseid"
"369" "transmbi_result.TextGrid" 7 "normatiivseid" "normatiivseid"
"370" "transmbi_result.TextGrid" 7 "uskumusi" "uskumusi"
"371" "transmbi_result.TextGrid" 7 "eeldusi" "eeldusi"
"372" "transmbi_result.TextGrid" 7 "ja" "ja"
"373" "transmbi_result.TextGrid" 7 "ootusi" "ootusi"
"374" "transmbi_result.TextGrid" 7 "mis" "mis"
"375" "transmbi_result.TextGrid" 7 "mis" "mis"
"376" "transmbi_result.TextGrid" 7 "püüavad" "püüavad"
"377" "transmbi_result.TextGrid" 7 "siis" "siis"
"378" "transmbi_result.TextGrid" 7 "kõige" "kõige"
"379" "transmbi_result.TextGrid" 7 "laiemalt" "laiemalt"
"380" "transmbi_result.TextGrid" 7 "vastata" "vastata"
"381" "transmbi_result.TextGrid" 7 "küsimusele" "küsimusele"
"382" "transmbi_result.TextGrid" 7 "mis" "mis"
"383" "transmbi_result.TextGrid" 7 "asi" "asi"
"384" "transmbi_result.TextGrid" 7 "on" "on"
"385" "transmbi_result.TextGrid" 7 "transsoolisus" "transsoolisus"
"386" "transmbi_result.TextGrid" 7 "kes" "kes"
"387" "transmbi_result.TextGrid" 7 "on" "on"
"388" "transmbi_result.TextGrid" 7 "transsooline" "transpordi"
"389" "transmbi_result.TextGrid" 7 "inimene" "inimene"
"390" "transmbi_result.TextGrid" 7 "ja" "ja"
"391" "transmbi_result.TextGrid" 7 "mida" "mida"
"392" "transmbi_result.TextGrid" 7 "tähendab" "tähendab"
"393" "transmbi_result.TextGrid" 7 "sooline" "sooline"
"394" "transmbi_result.TextGrid" 7 "üleminek" "üleminek"
"395" "transmbi_result.TextGrid" 8 "et" "####"
"396" "transmbi_result.TextGrid" 8 "et" "et"
"397" "transmbi_result.TextGrid" 8 "transnor" "####"
"398" "transmbi_result.TextGrid" 8 "normatiivsus" "normatiivsus"
"399" "transmbi_result.TextGrid" 8 "on" "on"
"400" "transmbi_result.TextGrid" 8 "kahe" "kahe"
"401" "transmbi_result.TextGrid" 8 "teraga" "teraga"
"402" "transmbi_result.TextGrid" 8 "mõõk" "mõõk"
"403" "transmbi_result.TextGrid" 8 "ühelt" "ühelt"
"404" "transmbi_result.TextGrid" 8 "poolt" "poolt"
"405" "transmbi_result.TextGrid" 8 "moodustab" "moodustab"
"406" "transmbi_result.TextGrid" 8 "transnormatiivsus" "transnormatiivisus"
"407" "transmbi_result.TextGrid" 8 "raamistiku" "raamistiku"
"408" "transmbi_result.TextGrid" 8 "milles" "milles"
"409" "transmbi_result.TextGrid" 8 "transsoolised" "transsoolised"
"410" "transmbi_result.TextGrid" 8 "identiteedid" "identiteedid"
"411" "transmbi_result.TextGrid" 8 "ja" "ja"
"412" "transmbi_result.TextGrid" 8 "väljendused" "väljendused"
"413" "transmbi_result.TextGrid" 8 "on" "on"
"414" "transmbi_result.TextGrid" 8 "mõistetavad" "mõistetavad"
"415" "transmbi_result.TextGrid" 8 "ja" "ja"
"416" "transmbi_result.TextGrid" 8 "arusaadavad" "arusaadavad"
"417" "transmbi_result.TextGrid" 8 "näiteks" "näiteks"
"418" "transmbi_result.TextGrid" 8 "transnormatiivsuse" "transnormatiivisuse"
"419" "transmbi_result.TextGrid" 8 "sees" "sees"
"420" "transmbi_result.TextGrid" 8 "on" "on"
"421" "transmbi_result.TextGrid" 8 "on" "on"
"422" "transmbi_result.TextGrid" 8 "on" "on"
"423" "transmbi_result.TextGrid" 8 "meil" "meil"
"424" "transmbi_result.TextGrid" 8 "võimalik" "võimalik"
"425" "transmbi_result.TextGrid" 8 "mõista" "mõista"
"426" "transmbi_result.TextGrid" 8 "et" "et"
"427" "transmbi_result.TextGrid" 8 "transsooline" "transsooriline"
"428" "transmbi_result.TextGrid" 8 "mees" "mees"
"429" "transmbi_result.TextGrid" 8 "on" "on"
"430" "transmbi_result.TextGrid" 8 "mees" "mees"
"431" "transmbi_result.TextGrid" 8 "ja" "ja"
"432" "transmbi_result.TextGrid" 8 "transsooline" "trans"
"433" "transmbi_result.TextGrid" 8 "naine" "naine"
"434" "transmbi_result.TextGrid" 8 "on" "on"
"435" "transmbi_result.TextGrid" 8 "naine" "naine"
"436" "transmbi_result.TextGrid" 8 "ja" "ja"
"437" "transmbi_result.TextGrid" 8 "transno" "####"
"438" "transmbi_result.TextGrid" 8 "normatiivsus" "transnormatiivsus"
"439" "transmbi_result.TextGrid" 8 "aitab" "aitab"
"440" "transmbi_result.TextGrid" 8 "vastata" "vastata"
"441" "transmbi_result.TextGrid" 8 "küsimustele" "küsimustele"
"442" "transmbi_result.TextGrid" 8 "miks" "miks"
"443" "transmbi_result.TextGrid" 8 "ja" "ja"
"444" "transmbi_result.TextGrid" 8 "kuidas" "kuidas"
"445" "transmbi_result.TextGrid" 8 "aga" "aga"
"446" "transmbi_result.TextGrid" 8 "teiselt" "teiselt"
"447" "transmbi_result.TextGrid" 8 "poolt" "poolt"
"448" "transmbi_result.TextGrid" 8 "transnormatiivsus" "transnormatiivsus"
"449" "transmbi_result.TextGrid" 8 "on" "on"
"450" "transmbi_result.TextGrid" 8 "väga" "väga"
"451" "transmbi_result.TextGrid" 8 "kitsas" "kitsas"
