"f" "voor" "ref" "hyp"
"41" "kapistvalja_result.TextGrid" 2 "jah" "jah"
"42" "kapistvalja_result.TextGrid" 2 "ma" "ma"
"43" "kapistvalja_result.TextGrid" 2 "näen" "näen"
"44" "kapistvalja_result.TextGrid" 2 "ennast" "ennast"
"45" "kapistvalja_result.TextGrid" 2 "transmehena" "transmehena"
"46" "kapistvalja_result.TextGrid" 3 "ma" "ma"
"47" "kapistvalja_result.TextGrid" 3 "mõtlesin" "mõtlesin"
"48" "kapistvalja_result.TextGrid" 3 "et" "et"
"49" "kapistvalja_result.TextGrid" 3 "võiks" "võiks"
"50" "kapistvalja_result.TextGrid" 3 "siis" "siis"
"51" "kapistvalja_result.TextGrid" 3 "kõigepealt" "kõigepealt"
"52" "kapistvalja_result.TextGrid" 3 "rääkida" "rääkida"
"53" "kapistvalja_result.TextGrid" 3 "sellest" "sellest"
"54" "kapistvalja_result.TextGrid" 3 "et" "et"
"55" "kapistvalja_result.TextGrid" 3 "kuna" "kuna"
"56" "kapistvalja_result.TextGrid" 3 "tänase" "tänase"
"57" "kapistvalja_result.TextGrid" 3 "saate" "saate"
"58" "kapistvalja_result.TextGrid" 3 "teema" "teema"
"59" "kapistvalja_result.TextGrid" 3 "on" "on"
"60" "kapistvalja_result.TextGrid" 3 "kapist" "kapist"
"61" "kapistvalja_result.TextGrid" 3 "välja" "välja"
"62" "kapistvalja_result.TextGrid" 3 "tulemine" "tulemine"
"63" "kapistvalja_result.TextGrid" 4 "enda" "enda"
"64" "kapistvalja_result.TextGrid" 4 "kogemustest" "kogemustest"
"65" "kapistvalja_result.TextGrid" 4 "ja" "ja"
"66" "kapistvalja_result.TextGrid" 4 "ma" "ma"
"67" "kapistvalja_result.TextGrid" 4 "olen" "olen"
"68" "kapistvalja_result.TextGrid" 4 "tulnud" "tulnud"
"69" "kapistvalja_result.TextGrid" 4 "kapist" "kapist"
"70" "kapistvalja_result.TextGrid" 4 "välja" "välja"
"71" "kapistvalja_result.TextGrid" 4 "mitmeid" "mitmeid"
"72" "kapistvalja_result.TextGrid" 4 "kordi" "kordi"
"73" "kapistvalja_result.TextGrid" 4 "aga" "aga"
"74" "kapistvalja_result.TextGrid" 4 "ma" "ma"
"75" "kapistvalja_result.TextGrid" 4 "just" "just"
"76" "kapistvalja_result.TextGrid" 4 "mõtlesin" "mõtlesin"
"77" "kapistvalja_result.TextGrid" 4 "viimase" "viimase"
"78" "kapistvalja_result.TextGrid" 4 "kapist" "kapist"
"79" "kapistvalja_result.TextGrid" 4 "välja" "välja"
"80" "kapistvalja_result.TextGrid" 4 "tulemise" "tulemise"
"81" "kapistvalja_result.TextGrid" 4 "peale" "peale"
"82" "kapistvalja_result.TextGrid" 4 "ehk" "ehk"
"83" "kapistvalja_result.TextGrid" 4 "siis" "siis"
"84" "kapistvalja_result.TextGrid" 4 "ma" "ma"
"85" "kapistvalja_result.TextGrid" 4 "tulin" "tulin"
"86" "kapistvalja_result.TextGrid" 4 "kapist" "kapist"
"87" "kapistvalja_result.TextGrid" 4 "välja" "välja"
"88" "kapistvalja_result.TextGrid" 4 "transsoolisena" "transsoolisena"
"89" "kapistvalja_result.TextGrid" 4 "mhmh" "####"
"90" "kapistvalja_result.TextGrid" 5 "ja" "ja"
"91" "kapistvalja_result.TextGrid" 5 "üks" "üks"
"92" "kapistvalja_result.TextGrid" 5 "esimesi" "esimesi"
"93" "kapistvalja_result.TextGrid" 5 "asju" "asju"
"94" "kapistvalja_result.TextGrid" 5 "mis" "mis"
"95" "kapistvalja_result.TextGrid" 5 "ma" "ma"
"96" "kapistvalja_result.TextGrid" 5 "tegin" "tegin"
"97" "kapistvalja_result.TextGrid" 5 "oli" "oli"
"98" "kapistvalja_result.TextGrid" 5 "see" "see"
"99" "kapistvalja_result.TextGrid" 5 "et" "et"
"100" "kapistvalja_result.TextGrid" 5 "ma" "ma"
"101" "kapistvalja_result.TextGrid" 5 "vahetasin" "vahetasin"
"102" "kapistvalja_result.TextGrid" 5 "facebookis" "facebookis"
"103" "kapistvalja_result.TextGrid" 5 "oma" "oma"
"104" "kapistvalja_result.TextGrid" 5 "nime" "nime"
"105" "kapistvalja_result.TextGrid" 5 "ära" "ära"
"106" "kapistvalja_result.TextGrid" 5 "kuigi" "kuigi"
"107" "kapistvalja_result.TextGrid" 5 "see" "see"
"108" "kapistvalja_result.TextGrid" 5 "tundus" "tundus"
"109" "kapistvalja_result.TextGrid" 5 "alguses" "alguses"
"110" "kapistvalja_result.TextGrid" 5 "nagu" "nagu"
"111" "kapistvalja_result.TextGrid" 5 "hirmutav" "hirmutav"
"112" "kapistvalja_result.TextGrid" 5 "asi" "asi"
"113" "kapistvalja_result.TextGrid" 5 "mida" "mida"
"114" "kapistvalja_result.TextGrid" 5 "teha" "teha"
"115" "kapistvalja_result.TextGrid" 5 "siis" "siis"
"116" "kapistvalja_result.TextGrid" 5 "tegelikult" "tegelikult"
"117" "kapistvalja_result.TextGrid" 6 "on" "on"
"118" "kapistvalja_result.TextGrid" 6 "see" "see"
"119" "kapistvalja_result.TextGrid" 6 "mõnes" "mõnes"
"120" "kapistvalja_result.TextGrid" 6 "mõttes" "mõttes"
"121" "kapistvalja_result.TextGrid" 6 "päris" "päris"
"122" "kapistvalja_result.TextGrid" 6 "turvaline" "turvaline"
"123" "kapistvalja_result.TextGrid" 6 "asi" "asi"
"124" "kapistvalja_result.TextGrid" 6 "ma" "ma"
"125" "kapistvalja_result.TextGrid" 6 "väga" "väga"
"126" "kapistvalja_result.TextGrid" 6 "palju" "palju"
"127" "kapistvalja_result.TextGrid" 6 "nagu" "nagu"
"128" "kapistvalja_result.TextGrid" 6 "heiti" "heiti"
"129" "kapistvalja_result.TextGrid" 6 "sellepärast" "sellepärast"
"130" "kapistvalja_result.TextGrid" 6 "ei" "ei"
"131" "kapistvalja_result.TextGrid" 6 "saanud" "saanud"
"132" "kapistvalja_result.TextGrid" 6 "sa" "sa"
"133" "kapistvalja_result.TextGrid" 6 "muudad" "muudad"
"134" "kapistvalja_result.TextGrid" 6 "selle" "selle"
"135" "kapistvalja_result.TextGrid" 6 "nime" "nime"
"136" "kapistvalja_result.TextGrid" 6 "ära" "ära"
"137" "kapistvalja_result.TextGrid" 6 "ja" "ja"
"138" "kapistvalja_result.TextGrid" 6 "sellega" "sellega"
"139" "kapistvalja_result.TextGrid" 6 "sa" "sa"
"140" "kapistvalja_result.TextGrid" 7 "niiöelda" "niiöelda"
"141" "kapistvalja_result.TextGrid" 7 "kuulutada" "kuulutada"
"142" "kapistvalja_result.TextGrid" 7 "maailmale" "maailmale"
"143" "kapistvalja_result.TextGrid" 7 "uut" "uut"
"144" "kapistvalja_result.TextGrid" 7 "nime" "nime"
"145" "kapistvalja_result.TextGrid" 7 "ja" "ja"
"146" "kapistvalja_result.TextGrid" 7 "see" "see"
"147" "kapistvalja_result.TextGrid" 7 "on" "on"
"148" "kapistvalja_result.TextGrid" 7 "nagu" "nagu"
"149" "kapistvalja_result.TextGrid" 8 "lihtne" "lihtne"
"150" "kapistvalja_result.TextGrid" 8 "selles" "selles"
"151" "kapistvalja_result.TextGrid" 8 "mõttes" "mõttes"
"152" "kapistvalja_result.TextGrid" 9 "ma" "ma"
"153" "kapistvalja_result.TextGrid" 9 "arvan" "arvan"
"154" "kapistvalja_result.TextGrid" 9 "et" "et"
"155" "kapistvalja_result.TextGrid" 9 "üks" "üks"
"156" "kapistvalja_result.TextGrid" 9 "nõuanne" "nõuanne"
"157" "kapistvalja_result.TextGrid" 10 "nooremale" "nooremale"
"158" "kapistvalja_result.TextGrid" 10 "endale" "endale"
"159" "kapistvalja_result.TextGrid" 10 "oleks" "oleks"
"160" "kapistvalja_result.TextGrid" 10 "see" "see"
"161" "kapistvalja_result.TextGrid" 10 "et" "et"
"162" "kapistvalja_result.TextGrid" 10 "sa" "sa"
"163" "kapistvalja_result.TextGrid" 10 "ei" "ei"
"164" "kapistvalja_result.TextGrid" 10 "pea" "pea"
"165" "kapistvalja_result.TextGrid" 10 "kiirustama" "kiirustama"
"166" "kapistvalja_result.TextGrid" 10 "sa" "sa"
"167" "kapistvalja_result.TextGrid" 10 "ei" "ei"
"168" "kapistvalja_result.TextGrid" 10 "pea" "pea"
"169" "kapistvalja_result.TextGrid" 10 "kiirustama" "kiirustama"
"170" "kapistvalja_result.TextGrid" 10 "nagu" "nagu"
"171" "kapistvalja_result.TextGrid" 10 "enda" "enda"
"172" "kapistvalja_result.TextGrid" 10 "määratlemisega" "määratlemisega"
"173" "kapistvalja_result.TextGrid" 11 "sa" "sa"
"174" "kapistvalja_result.TextGrid" 11 "ei" "ei"
"175" "kapistvalja_result.TextGrid" 11 "pea" "pea"
"176" "kapistvalja_result.TextGrid" 11 "kiirustama" "kiirustama"
"177" "kapistvalja_result.TextGrid" 11 "lähedastele" "lähedastele"
"178" "kapistvalja_result.TextGrid" 11 "rääkimisega" "rääkimisega"
"179" "kapistvalja_result.TextGrid" 11 "sa" "sa"
"180" "kapistvalja_result.TextGrid" 11 "võid" "võid"
"181" "kapistvalja_result.TextGrid" 11 "nagu" "nagu"
"182" "kapistvalja_result.TextGrid" 11 "võtta" "võtta"
"183" "kapistvalja_result.TextGrid" 11 "aega" "aega"
"184" "kapistvalja_result.TextGrid" 11 "et" "et"
"185" "kapistvalja_result.TextGrid" 11 "lihtsalt" "lihtsalt"
"186" "kapistvalja_result.TextGrid" 11 "proovida" "proovida"
"187" "kapistvalja_result.TextGrid" 11 "uut" "uut"
"188" "kapistvalja_result.TextGrid" 11 "identiteeti" "identiteeti"
"189" "kapistvalja_result.TextGrid" 12 "et" "et"
"190" "kapistvalja_result.TextGrid" 12 "sa" "sa"
"191" "kapistvalja_result.TextGrid" 12 "olid" "olid"
"192" "kapistvalja_result.TextGrid" 12 "et" "et"
"193" "kapistvalja_result.TextGrid" 12 "sa" "sa"
"194" "kapistvalja_result.TextGrid" 12 "oled" "oled"
"195" "kapistvalja_result.TextGrid" 12 "nagu" "nagu"
"196" "kapistvalja_result.TextGrid" 12 "rohkem" "rohkem"
"197" "kapistvalja_result.TextGrid" 12 "seda" "seda"
"198" "kapistvalja_result.TextGrid" 12 "tüüpi" "tüüpi"
"199" "kapistvalja_result.TextGrid" 12 "et" "et"
"200" "kapistvalja_result.TextGrid" 12 "sa" "sa"
"201" "kapistvalja_result.TextGrid" 12 "nagu" "nagu"
"202" "kapistvalja_result.TextGrid" 13 "pidid" "pidid"
"203" "kapistvalja_result.TextGrid" 13 "selle" "selle"
"204" "kapistvalja_result.TextGrid" 13 "väga" "väga"
"205" "kapistvalja_result.TextGrid" 13 "läbi" "läbi"
"206" "kapistvalja_result.TextGrid" 13 "mõtlema" "mõtlema"
"207" "kapistvalja_result.TextGrid" 13 "enne" "enne"
"208" "kapistvalja_result.TextGrid" 13 "enda" "enda"
"209" "kapistvalja_result.TextGrid" 13 "jaoks" "jaoks"
"210" "kapistvalja_result.TextGrid" 13 "jaa" "####"
"211" "kapistvalja_result.TextGrid" 13 "kui" "kui"
"212" "kapistvalja_result.TextGrid" 13 "sa" "####"
"213" "kapistvalja_result.TextGrid" 13 "nagu" "####"
"214" "kapistvalja_result.TextGrid" 13 "hakkasid" "hakkasid"
"215" "kapistvalja_result.TextGrid" 13 "sellest" "sellest"
"216" "kapistvalja_result.TextGrid" 13 "inimestele" "inimestele"
"217" "kapistvalja_result.TextGrid" 13 "rääkima" "rääkima"
"218" "kapistvalja_result.TextGrid" 14 "jaa" "ja"
"219" "kapistvalja_result.TextGrid" 14 "et" "et"
"220" "kapistvalja_result.TextGrid" 14 "sul" "sul"
"221" "kapistvalja_result.TextGrid" 14 "ei" "ei"
"222" "kapistvalja_result.TextGrid" 14 "ole" "ole"
"223" "kapistvalja_result.TextGrid" 14 "nagu" "nagu"
"224" "kapistvalja_result.TextGrid" 14 "kohustust" "kohustust"
"225" "kapistvalja_result.TextGrid" 14 "teiste" "teiste"
"226" "kapistvalja_result.TextGrid" 14 "inimeste" "inimeste"
"227" "kapistvalja_result.TextGrid" 14 "ees" "ees"
"228" "kapistvalja_result.TextGrid" 15 "jaa" "ja"
"229" "kapistvalja_result.TextGrid" 15 "ma" "ma"
"230" "kapistvalja_result.TextGrid" 15 "arvan" "arvan"
"231" "kapistvalja_result.TextGrid" 15 "et" "et"
"232" "kapistvalja_result.TextGrid" 15 "ma" "ma"
"233" "kapistvalja_result.TextGrid" 15 "ma" "ma"
"234" "kapistvalja_result.TextGrid" 15 "tundsin" "tundsin"
"235" "kapistvalja_result.TextGrid" 15 "ka" "ka"
"236" "kapistvalja_result.TextGrid" 15 "seda" "seda"
"237" "kapistvalja_result.TextGrid" 15 "survet" "survet"
"238" "kapistvalja_result.TextGrid" 15 "väga" "väga"
"239" "kapistvalja_result.TextGrid" 15 "survet" "survet"
"240" "kapistvalja_result.TextGrid" 15 "teada" "teada"
"241" "kapistvalja_result.TextGrid" 15 "kes" "kes"
"242" "kapistvalja_result.TextGrid" 15 "ma" "ma"
"243" "kapistvalja_result.TextGrid" 15 "olen" "olen"
"244" "kapistvalja_result.TextGrid" 15 "täpselt" "täpselt"
"245" "kapistvalja_result.TextGrid" 15 "ja" "ja"
"246" "kapistvalja_result.TextGrid" 15 "siis" "siis"
"247" "kapistvalja_result.TextGrid" 15 "ka" "ka"
"248" "kapistvalja_result.TextGrid" 15 "seda" "seda"
"249" "kapistvalja_result.TextGrid" 15 "survet" "survet"
"250" "kapistvalja_result.TextGrid" 15 "et" "et"
"251" "kapistvalja_result.TextGrid" 15 "ma" "ma"
"252" "kapistvalja_result.TextGrid" 15 "pean" "pean"
"253" "kapistvalja_result.TextGrid" 15 "nagu" "nagu"
"254" "kapistvalja_result.TextGrid" 15 "inimestele" "inimestele"
"255" "kapistvalja_result.TextGrid" 15 "rääkima" "rääkima"
"256" "kapistvalja_result.TextGrid" 15 "et" "et"
"257" "kapistvalja_result.TextGrid" 15 "muidu" "muidu"
"258" "kapistvalja_result.TextGrid" 15 "ma" "ma"
"259" "kapistvalja_result.TextGrid" 15 "nagu" "nagu"
"260" "kapistvalja_result.TextGrid" 15 "valetan" "valetan"
"261" "kapistvalja_result.TextGrid" 15 "neile" "neile"
"262" "kapistvalja_result.TextGrid" 15 "kui" "kui"
"263" "kapistvalja_result.TextGrid" 15 "sa" "sa"
"264" "kapistvalja_result.TextGrid" 15 "nagu" "nagu"
"265" "kapistvalja_result.TextGrid" 15 "veel" "veel"
"266" "kapistvalja_result.TextGrid" 15 "kahtled" "kahtled"
"267" "kapistvalja_result.TextGrid" 15 "siis" "siis"
"268" "kapistvalja_result.TextGrid" 15 "ei" "ei"
"269" "kapistvalja_result.TextGrid" 15 "võeta" "võeta"
"270" "kapistvalja_result.TextGrid" 15 "sind" "sind"
"271" "kapistvalja_result.TextGrid" 15 "nii" "nii"
"272" "kapistvalja_result.TextGrid" 15 "tõsiselt" "tõsiselt"
"273" "kapistvalja_result.TextGrid" 15 "inimesed" "inimesed"
"274" "kapistvalja_result.TextGrid" 15 "kellel" "kellel"
"275" "kapistvalja_result.TextGrid" 15 "pole" "pole"
"276" "kapistvalja_result.TextGrid" 15 "aimu" "aimu"
"277" "kapistvalja_result.TextGrid" 15 "sellest" "sellest"
"278" "kapistvalja_result.TextGrid" 15 "nagu" "nagu"
"279" "kapistvalja_result.TextGrid" 15 "mis" "mis"
"280" "kapistvalja_result.TextGrid" 15 "tähendab" "tähendab"
"281" "kapistvalja_result.TextGrid" 15 "olla" "olla"
"282" "kapistvalja_result.TextGrid" 15 "trans" "trans"
"283" "kapistvalja_result.TextGrid" 15 "või" "või"
"284" "kapistvalja_result.TextGrid" 15 "nad" "nad"
"285" "kapistvalja_result.TextGrid" 15 "ei" "ei"
"286" "kapistvalja_result.TextGrid" 15 "ole" "ole"
"287" "kapistvalja_result.TextGrid" 15 "sellega" "sellega"
"288" "kapistvalja_result.TextGrid" 15 "kunagi" "kunagi"
"289" "kapistvalja_result.TextGrid" 15 "kokku" "kokku"
"290" "kapistvalja_result.TextGrid" 15 "puutunud" "puutunud"
"291" "kapistvalja_result.TextGrid" 15 "siis" "siis"
"292" "kapistvalja_result.TextGrid" 15 "siis" "siis"
"293" "kapistvalja_result.TextGrid" 15 "noh" "noh"
"294" "kapistvalja_result.TextGrid" 15 "esimene" "esimene"
"295" "kapistvalja_result.TextGrid" 15 "reaktsioon" "reaktsioon"
"296" "kapistvalja_result.TextGrid" 15 "kui" "kui"
"297" "kapistvalja_result.TextGrid" 15 "see" "see"
"298" "kapistvalja_result.TextGrid" 15 "on" "on"
"299" "kapistvalja_result.TextGrid" 15 "keegi" "keegi"
"300" "kapistvalja_result.TextGrid" 15 "su" "su"
"301" "kapistvalja_result.TextGrid" 15 "lähedane" "lähedane"
"302" "kapistvalja_result.TextGrid" 15 "ja" "ja"
"303" "kapistvalja_result.TextGrid" 15 "eriti" "eriti"
"304" "kapistvalja_result.TextGrid" 15 "kui" "kui"
"305" "kapistvalja_result.TextGrid" 15 "on" "on"
"306" "kapistvalja_result.TextGrid" 15 "nagu" "nagu"
"307" "kapistvalja_result.TextGrid" 15 "vanemast" "vanemast"
"308" "kapistvalja_result.TextGrid" 15 "generatsioonist" "generatsioonist"
"309" "kapistvalja_result.TextGrid" 15 "on" "on"
"310" "kapistvalja_result.TextGrid" 15 "see" "see"
"311" "kapistvalja_result.TextGrid" 15 "et" "et"
"312" "kapistvalja_result.TextGrid" 15 "see" "see"
"313" "kapistvalja_result.TextGrid" 15 "on" "on"
"314" "kapistvalja_result.TextGrid" 15 "midagi" "midagi"
"315" "kapistvalja_result.TextGrid" 15 "hirmsat" "hirmsat"
"316" "kapistvalja_result.TextGrid" 15 "ja" "ja"
"317" "kapistvalja_result.TextGrid" 15 "seega" "seega"
"318" "kapistvalja_result.TextGrid" 15 "####" "tähendab"
"319" "kapistvalja_result.TextGrid" 15 "tähendab" "et"
"320" "kapistvalja_result.TextGrid" 15 "et" "et"
"321" "kapistvalja_result.TextGrid" 15 "et" "et"
"322" "kapistvalja_result.TextGrid" 15 "nad" "nad"
"323" "kapistvalja_result.TextGrid" 15 "tahavad" "tahavad"
"324" "kapistvalja_result.TextGrid" 15 "et" "et"
"325" "kapistvalja_result.TextGrid" 16 "et" "et"
"326" "kapistvalja_result.TextGrid" 16 "sa" "sa"
"327" "kapistvalja_result.TextGrid" 16 "ei" "ei"
"328" "kapistvalja_result.TextGrid" 16 "oleks" "oleks"
"329" "kapistvalja_result.TextGrid" 16 "see" "see"
"330" "kapistvalja_result.TextGrid" 16 "ilmselgelt" "ilmselgelt"
"331" "kapistvalja_result.TextGrid" 16 "nagu" "nagu"
"332" "kapistvalja_result.TextGrid" 16 "heade" "heade"
"333" "kapistvalja_result.TextGrid" 16 "enamasti" "enamasti"
"334" "kapistvalja_result.TextGrid" 16 "nagu" "nagu"
"335" "kapistvalja_result.TextGrid" 16 "heade" "heade"
"336" "kapistvalja_result.TextGrid" 16 "kavatsustega" "kavatsustega"
"337" "kapistvalja_result.TextGrid" 16 "et" "et"
"338" "kapistvalja_result.TextGrid" 16 "nad" "nad"
"339" "kapistvalja_result.TextGrid" 16 "ei" "ei"
"340" "kapistvalja_result.TextGrid" 16 "taha" "taha"
"341" "kapistvalja_result.TextGrid" 16 "sulle" "sulle"
"342" "kapistvalja_result.TextGrid" 16 "rasket" "rasket"
"343" "kapistvalja_result.TextGrid" 16 "elu" "elu"
"344" "kapistvalja_result.TextGrid" 16 "ja" "ja"
"345" "kapistvalja_result.TextGrid" 16 "nii" "nii"
"346" "kapistvalja_result.TextGrid" 16 "edasi" "edasi"
"347" "kapistvalja_result.TextGrid" 16 "aga" "aga"
"348" "kapistvalja_result.TextGrid" 16 "nad" "nad"
"349" "kapistvalja_result.TextGrid" 16 "panevad" "panevad"
"350" "kapistvalja_result.TextGrid" 16 "selle" "selle"
"351" "kapistvalja_result.TextGrid" 16 "kahtluse" "kahtluse"
"352" "kapistvalja_result.TextGrid" 16 "alla" "alla"
"353" "kapistvalja_result.TextGrid" 16 "jaa" "####"
"354" "kapistvalja_result.TextGrid" 16 "ja" "ja"
"355" "kapistvalja_result.TextGrid" 16 "ja" "ja"
"356" "kapistvalja_result.TextGrid" 16 "see" "see"
"357" "kapistvalja_result.TextGrid" 16 "on" "on"
"358" "kapistvalja_result.TextGrid" 16 "raske" "raske"
"359" "kapistvalja_result.TextGrid" 17 "jaa" "ja"
"360" "kapistvalja_result.TextGrid" 17 "sa" "sa"
"361" "kapistvalja_result.TextGrid" 17 "paned" "paned"
"362" "kapistvalja_result.TextGrid" 17 "mis" "####"
"363" "kapistvalja_result.TextGrid" 18 "ennast" "ennast"
"364" "kapistvalja_result.TextGrid" 18 "väga" "väga"
"365" "kapistvalja_result.TextGrid" 18 "nagu" "nagu"
"366" "kapistvalja_result.TextGrid" 18 "haavatavasse" "haavatavasse"
"367" "kapistvalja_result.TextGrid" 18 "olukorda" "olukorda"
"368" "kapistvalja_result.TextGrid" 18 "sellega" "sellega"
"369" "kapistvalja_result.TextGrid" 18 "et" "et"
"370" "kapistvalja_result.TextGrid" 18 "sa" "sa"
"371" "kapistvalja_result.TextGrid" 18 "räägid" "räägid"
"372" "kapistvalja_result.TextGrid" 18 "midagi" "midagi"
"373" "kapistvalja_result.TextGrid" 18 "noh" "####"
"374" "kapistvalja_result.TextGrid" 19 "ikkagi" "ikkagi"
"375" "kapistvalja_result.TextGrid" 19 "küllaltki" "küllaltki"
"376" "kapistvalja_result.TextGrid" 19 "isiklikku" "isiklikku"
"377" "kapistvalja_result.TextGrid" 19 "mhmh" "####"
"378" "kapistvalja_result.TextGrid" 20 "ja" "####"
"379" "kapistvalja_result.TextGrid" 20 "jaa" "jaa"
"380" "kapistvalja_result.TextGrid" 20 "et" "et"
"381" "kapistvalja_result.TextGrid" 20 "sa" "sa"
"382" "kapistvalja_result.TextGrid" 20 "nagu" "nagu"
"383" "kapistvalja_result.TextGrid" 20 "lisad" "lisad"
"384" "kapistvalja_result.TextGrid" 20 "sinna" "sinna"
"385" "kapistvalja_result.TextGrid" 20 "selle" "selle"
"386" "kapistvalja_result.TextGrid" 20 "et" "et"
"387" "kapistvalja_result.TextGrid" 20 "ma" "ma"
"388" "kapistvalja_result.TextGrid" 20 "teen" "teen"
"389" "kapistvalja_result.TextGrid" 20 "seda" "seda"
"390" "kapistvalja_result.TextGrid" 20 "sellepärast" "sellepärast"
"391" "kapistvalja_result.TextGrid" 20 "et" "et"
"392" "kapistvalja_result.TextGrid" 20 "ma" "ma"
"393" "kapistvalja_result.TextGrid" 20 "see" "see"
"394" "kapistvalja_result.TextGrid" 20 "on" "on"
"395" "kapistvalja_result.TextGrid" 20 "nagu" "nagu"
"396" "kapistvalja_result.TextGrid" 21 "ma" "ma"
"397" "kapistvalja_result.TextGrid" 21 "tahan" "tahan"
"398" "kapistvalja_result.TextGrid" 21 "et" "et"
"399" "kapistvalja_result.TextGrid" 21 "sa" "sa"
"400" "kapistvalja_result.TextGrid" 21 "teaksid" "teaksid"
"401" "kapistvalja_result.TextGrid" 21 "mind" "mind"
"402" "kapistvalja_result.TextGrid" 21 "ja" "ja"
"403" "kapistvalja_result.TextGrid" 21 "et" "et"
"404" "kapistvalja_result.TextGrid" 21 "see" "see"
"405" "kapistvalja_result.TextGrid" 21 "on" "on"
"406" "kapistvalja_result.TextGrid" 21 "nagu" "nagu"
"407" "kapistvalja_result.TextGrid" 21 "mingisugune" "mingisugune"
"408" "kapistvalja_result.TextGrid" 21 "mitte" "mitte"
"409" "kapistvalja_result.TextGrid" 21 "kingitus" "kingitus"
"410" "kapistvalja_result.TextGrid" 21 "otseselt" "otseselt"
"411" "kapistvalja_result.TextGrid" 21 "aga" "aga"
"412" "kapistvalja_result.TextGrid" 21 "see" "see"
"413" "kapistvalja_result.TextGrid" 21 "on" "on"
"414" "kapistvalja_result.TextGrid" 21 "nagu" "nagu"
"415" "kapistvalja_result.TextGrid" 21 "midagi" "midagi"
"416" "kapistvalja_result.TextGrid" 22 "mis" "mis"
"417" "kapistvalja_result.TextGrid" 22 "peaks" "peaks"
"418" "kapistvalja_result.TextGrid" 22 "neile" "neile"
"419" "kapistvalja_result.TextGrid" 22 "ka" "ka"
"420" "kapistvalja_result.TextGrid" 22 "midagi" "midagi"
"421" "kapistvalja_result.TextGrid" 22 "tähendama" "tähendama"
"422" "kapistvalja_result.TextGrid" 22 "nagu" "nagu"
"423" "kapistvalja_result.TextGrid" 22 "jaa" "####"
"424" "kapistvalja_result.TextGrid" 22 "täpselt" "####"
"425" "kapistvalja_result.TextGrid" 22 "see" "see"
"426" "kapistvalja_result.TextGrid" 22 "et" "et"
"427" "kapistvalja_result.TextGrid" 22 "sa" "sa"
"428" "kapistvalja_result.TextGrid" 22 "ennast" "ennast"
"429" "kapistvalja_result.TextGrid" 22 "avad" "avad"
"430" "kapistvalja_result.TextGrid" 23 "ma" "ma"
"431" "kapistvalja_result.TextGrid" 23 "arvan" "arvan"
"432" "kapistvalja_result.TextGrid" 23 "et" "et"
