"f" "voor" "ref" "hyp"
"38" "05082021_result.TextGrid" 2 "tallinnast" "natukene"
"39" "05082021_result.TextGrid" 2 "natukene" "liiga"
"40" "05082021_result.TextGrid" 2 "liiga" "kaua"
"41" "05082021_result.TextGrid" 2 "kaua" "eemal"
"42" "05082021_result.TextGrid" 2 "eemal" "olen"
"43" "05082021_result.TextGrid" 2 "olen" "juba"
"44" "05082021_result.TextGrid" 2 "juba" "nagu"
"45" "05082021_result.TextGrid" 2 "nagu" "tee"
"46" "05082021_result.TextGrid" 2 "tee" "peal"
"47" "05082021_result.TextGrid" 2 "peal" "tallinnast"
"48" "05082021_result.TextGrid" 2 "tallinnast" "eemal"
"49" "05082021_result.TextGrid" 2 "eemale" "seal"
"50" "05082021_result.TextGrid" 2 "seal" "mingi"
"51" "05082021_result.TextGrid" 2 "mõtledki" "tuki"
"52" "05082021_result.TextGrid" 2 "et" "millal"
"53" "05082021_result.TextGrid" 2 "millal" "tagasi"
"54" "05082021_result.TextGrid" 2 "tagasi" "saab"
"55" "05082021_result.TextGrid" 2 "saab" "ja"
"56" "05082021_result.TextGrid" 2 "ja" "siis"
"57" "05082021_result.TextGrid" 2 "siis" "kui"
"58" "05082021_result.TextGrid" 2 "kui" "sa"
"59" "05082021_result.TextGrid" 2 "sa" "oled"
"60" "05082021_result.TextGrid" 2 "oled" "juba"
"61" "05082021_result.TextGrid" 2 "juba" "kolm"
"62" "05082021_result.TextGrid" 2 "kolm" "päeva"
"63" "05082021_result.TextGrid" 2 "päeva" "seal"
"64" "05082021_result.TextGrid" 2 "seal" "mingi"
"65" "05082021_result.TextGrid" 2 "mingi" "jommis"
"66" "05082021_result.TextGrid" 2 "jommis" "olnud"
"67" "05082021_result.TextGrid" 2 "olnud" "hullu"
"68" "05082021_result.TextGrid" 2 "hullu" "pannud"
"69" "05082021_result.TextGrid" 2 "pannud" "ja"
"70" "05082021_result.TextGrid" 2 "ja" "siis"
"71" "05082021_result.TextGrid" 2 "siis" "vaikselt"
"72" "05082021_result.TextGrid" 2 "vaikselt" "sa"
"73" "05082021_result.TextGrid" 2 "sa" "mõtled"
"74" "05082021_result.TextGrid" 2 "mõtled" "et"
"75" "05082021_result.TextGrid" 2 "et" "####"
"76" "05082021_result.TextGrid" 2 "oh" "homme"
"77" "05082021_result.TextGrid" 2 "my" "ka"
"78" "05082021_result.TextGrid" 2 "god" "nüüd"
"79" "05082021_result.TextGrid" 2 "nüüd" "ma"
"80" "05082021_result.TextGrid" 2 "ma" "pean"
"81" "05082021_result.TextGrid" 2 "pean" "tagasi"
"82" "05082021_result.TextGrid" 2 "tagasi" "minema"
"83" "05082021_result.TextGrid" 2 "minema" "ja"
"84" "05082021_result.TextGrid" 2 "ja" "see"
"85" "05082021_result.TextGrid" 2 "see" "on"
"86" "05082021_result.TextGrid" 2 "on" "piisavalt"
"87" "05082021_result.TextGrid" 2 "piisavalt" "nagu"
"88" "05082021_result.TextGrid" 2 "nagu" "mõjuv"
"89" "05082021_result.TextGrid" 2 "mõjuv" "asi"
"90" "05082021_result.TextGrid" 2 "asi" "et"
"91" "05082021_result.TextGrid" 2 "et" "ma"
"92" "05082021_result.TextGrid" 2 "ma" "####"
"93" "05082021_result.TextGrid" 2 "lihtsa" "lihtsalt"
"94" "05082021_result.TextGrid" 2 "lihtsalt" "ei"
"95" "05082021_result.TextGrid" 2 "ei" "lähe"
"96" "05082021_result.TextGrid" 3 "minu" "minu"
"97" "05082021_result.TextGrid" 3 "nimi" "nimi"
"98" "05082021_result.TextGrid" 3 "on" "on"
"99" "05082021_result.TextGrid" 3 "sebastian" "sebastian"
"100" "05082021_result.TextGrid" 3 "freiberg" "friberg"
"101" "05082021_result.TextGrid" 3 "ma" "ma"
"102" "05082021_result.TextGrid" 3 "tegelen" "tegelen"
"103" "05082021_result.TextGrid" 3 "ka" "ka"
"104" "05082021_result.TextGrid" 3 "enamasti" "enamasti"
"105" "05082021_result.TextGrid" 3 "modellindusega" "modellindusega"
"106" "05082021_result.TextGrid" 3 "hiljuti" "hiljuti"
"107" "05082021_result.TextGrid" 3 "ma" "ma"
"108" "05082021_result.TextGrid" 3 "olen" "olen"
"109" "05082021_result.TextGrid" 3 "hakanud" "hakanud"
"110" "05082021_result.TextGrid" 3 "tegelema" "tegelema"
"111" "05082021_result.TextGrid" 3 "veits" "veits"
"112" "05082021_result.TextGrid" 3 "ma" "ma"
"113" "05082021_result.TextGrid" 3 "ei" "ei"
"114" "05082021_result.TextGrid" 3 "tea" "tea"
"115" "05082021_result.TextGrid" 3 "kas" "kas"
"116" "05082021_result.TextGrid" 3 "ta" "ta"
"117" "05082021_result.TextGrid" 3 "saab" "saab"
"118" "05082021_result.TextGrid" 3 "näitlemiseks" "näitlemiseks"
"119" "05082021_result.TextGrid" 3 "nimetada" "nimetada"
"120" "05082021_result.TextGrid" 3 "kui" "kui"
"121" "05082021_result.TextGrid" 3 "sa" "sa"
"122" "05082021_result.TextGrid" 3 "oled" "oled"
"123" "05082021_result.TextGrid" 3 "nagu" "nagu"
"124" "05082021_result.TextGrid" 3 "reklaamis" "####"
"125" "05082021_result.TextGrid" 3 "siis" "####"
"126" "05082021_result.TextGrid" 3 "sa" "reklaami"
"127" "05082021_result.TextGrid" 3 "otseselt" "otseselt"
"128" "05082021_result.TextGrid" 3 "nagu" "nagu"
"129" "05082021_result.TextGrid" 3 "ei" "####"
"130" "05082021_result.TextGrid" 3 "näitle" "####"
"131" "05082021_result.TextGrid" 3 "seal" "näitleja"
"132" "05082021_result.TextGrid" 4 "actually" "####"
"133" "05082021_result.TextGrid" 4 "filmides" "jah"
"134" "05082021_result.TextGrid" 4 "jah" "aga"
"135" "05082021_result.TextGrid" 4 "aga" "kusjuures"
"136" "05082021_result.TextGrid" 4 "kusjuures" "ma"
"137" "05082021_result.TextGrid" 4 "ma" "just"
"138" "05082021_result.TextGrid" 4 "just" "osalesin"
"139" "05082021_result.TextGrid" 4 "osalesin" "ka"
"140" "05082021_result.TextGrid" 4 "ka" "mingi"
"141" "05082021_result.TextGrid" 4 "mingi" "kahes"
"142" "05082021_result.TextGrid" 4 "kahes" "telesaates"
"143" "05082021_result.TextGrid" 4 "telesaates" "hiljuti"
"144" "05082021_result.TextGrid" 4 "hiljuti" "ma"
"145" "05082021_result.TextGrid" 4 "ma" "ei"
"146" "05082021_result.TextGrid" 4 "ei" "tohi"
"147" "05082021_result.TextGrid" 4 "tohi" "avalikustada"
"148" "05082021_result.TextGrid" 4 "####" "ei"
"149" "05082021_result.TextGrid" 4 "avalikustada" "tohi"
"150" "05082021_result.TextGrid" 4 "ega" "öelda"
"151" "05082021_result.TextGrid" 4 "öelda" "lepingud"
"152" "05082021_result.TextGrid" 4 "lepingud" "räägid"
"153" "05082021_result.TextGrid" 4 "värgid" "saagi"
"154" "05082021_result.TextGrid" 4 "särgid" "aga"
"155" "05082021_result.TextGrid" 4 "aga" "jah"
"156" "05082021_result.TextGrid" 4 "jah" "####"
"157" "05082021_result.TextGrid" 4 "kas" "####"
"158" "05082021_result.TextGrid" 4 "see" "####"
"159" "05082021_result.TextGrid" 4 "oli" "####"
"160" "05082021_result.TextGrid" 4 "reality" "ai"
"161" "05082021_result.TextGrid" 5 "ei" "ei"
"162" "05082021_result.TextGrid" 5 "minu" "minu"
"163" "05082021_result.TextGrid" 5 "reality" "realet"
"164" "05082021_result.TextGrid" 5 "days" "teis"
"165" "05082021_result.TextGrid" 5 "on" "on"
"166" "05082021_result.TextGrid" 5 "kahjuks" "kahjuks"
"167" "05082021_result.TextGrid" 5 "nagu" "nagu"
"168" "05082021_result.TextGrid" 5 "selja" "selja"
"169" "05082021_result.TextGrid" 5 "taga" "taga"
"170" "05082021_result.TextGrid" 5 "või" "või"
"171" "05082021_result.TextGrid" 5 "õnneks" "õnneks"
"172" "05082021_result.TextGrid" 5 "ma" "ma"
"173" "05082021_result.TextGrid" 5 "ei" "ei"
"174" "05082021_result.TextGrid" 5 "tea" "tea"
"175" "05082021_result.TextGrid" 5 "kahjuks" "kahjuks"
"176" "05082021_result.TextGrid" 5 "pigem" "pigem"
"177" "05082021_result.TextGrid" 5 "tahaks" "tahaks"
"178" "05082021_result.TextGrid" 5 "uuesti" "uuesti"
"179" "05082021_result.TextGrid" 5 "mingi" "mingi"
"180" "05082021_result.TextGrid" 5 "reality" "realeti"
"181" "05082021_result.TextGrid" 5 "momenti" "momenti"
"182" "05082021_result.TextGrid" 5 "teha" "teha"
"183" "05082021_result.TextGrid" 5 "mis" "mis"
"184" "05082021_result.TextGrid" 5 "mis" "mis"
"185" "05082021_result.TextGrid" 5 "mis" "mis"
"186" "05082021_result.TextGrid" 5 "sa" "sa"
"187" "05082021_result.TextGrid" 5 "tegid" "tegid"
"188" "05082021_result.TextGrid" 5 "või" "või"
"189" "05082021_result.TextGrid" 5 "no" "no"
"190" "05082021_result.TextGrid" 5 "nii" "nii"
"191" "05082021_result.TextGrid" 5 "nagu" "nagu"
"192" "05082021_result.TextGrid" 5 "elu" "elu"
"193" "05082021_result.TextGrid" 5 "kakskümmend" "kakskümmend"
"194" "05082021_result.TextGrid" 5 "neli" "neli"
"195" "05082021_result.TextGrid" 5 "üks" "üks"
"196" "05082021_result.TextGrid" 5 "kord" "kord"
"197" "05082021_result.TextGrid" 5 "kirjutas" "kirjutas"
"198" "05082021_result.TextGrid" 5 "need" "need"
"199" "05082021_result.TextGrid" 5 "ütlesid" "ütlesid"
"200" "05082021_result.TextGrid" 5 "et" "et"
"201" "05082021_result.TextGrid" 5 "sebastian" "sebastian"
"202" "05082021_result.TextGrid" 5 "freiberg" "freiberg"
"203" "05082021_result.TextGrid" 5 "tuntud" "tuntud"
"204" "05082021_result.TextGrid" 5 "kui" "kui"
"205" "05082021_result.TextGrid" 5 "suunamudija" "suunamudija"
"206" "05082021_result.TextGrid" 5 "meistriklassi" "meistriklassi"
"207" "05082021_result.TextGrid" 5 "nagu" "nagu"
"208" "05082021_result.TextGrid" 5 "alumni" "####"
"209" "05082021_result.TextGrid" 5 "ahaa" "lamni"
"210" "05082021_result.TextGrid" 5 "siis" "siis"
"211" "05082021_result.TextGrid" 5 "jah" "jah"
"212" "05082021_result.TextGrid" 5 "ma" "ma"
"213" "05082021_result.TextGrid" 5 "osalesin" "osalesin"
"214" "05082021_result.TextGrid" 5 "kunagi" "kunagi"
"215" "05082021_result.TextGrid" 5 "siukses" "niisuguses"
"216" "05082021_result.TextGrid" 5 "saates" "saates"
"217" "05082021_result.TextGrid" 5 "nimega" "nimega"
"218" "05082021_result.TextGrid" 5 "suunamudijate" "suunamudijate"
"219" "05082021_result.TextGrid" 5 "meistriklass" "meistriklass"
"220" "05082021_result.TextGrid" 5 "et" "et"
"221" "05082021_result.TextGrid" 5 "see" "see"
"222" "05082021_result.TextGrid" 5 "on" "on"
"223" "05082021_result.TextGrid" 5 "modelli" "modelli"
"224" "05082021_result.TextGrid" 5 "saate" "saate"
"225" "05082021_result.TextGrid" 5 "formaadis" "formaadis"
"226" "05082021_result.TextGrid" 5 "põhimõtteliselt" "põhimõtteliselt"
"227" "05082021_result.TextGrid" 5 "aga" "aga"
"228" "05082021_result.TextGrid" 5 "et" "et"
"229" "05082021_result.TextGrid" 5 "otsiti" "esiti"
"230" "05082021_result.TextGrid" 5 "siis" "siis"
"231" "05082021_result.TextGrid" 5 "suunamudijat" "####"
"232" "05082021_result.TextGrid" 5 "i" "####"
"233" "05082021_result.TextGrid" 5 "have" "####"
"234" "05082021_result.TextGrid" 5 "to" "####"
"235" "05082021_result.TextGrid" 5 "look" "####"
"236" "05082021_result.TextGrid" 5 "this" "####"
"237" "05082021_result.TextGrid" 5 "up" "suunamudat"
"238" "05082021_result.TextGrid" 6 "spoiler" "####"
"239" "05082021_result.TextGrid" 6 "ma" "spi"
"240" "05082021_result.TextGrid" 6 "kahjuks" "kahjuks"
"241" "05082021_result.TextGrid" 6 "ei" "ei"
"242" "05082021_result.TextGrid" 6 "võitnud" "võitnud"
"243" "05082021_result.TextGrid" 6 "suunamudijat" "suunamudit"
"244" "05082021_result.TextGrid" 6 "minust" "minust"
"245" "05082021_result.TextGrid" 6 "ei" "ei"
"246" "05082021_result.TextGrid" 6 "saanud" "saanud"
"247" "05082021_result.TextGrid" 6 "aga" "aga"
"248" "05082021_result.TextGrid" 6 "jah" "jah"
"249" "05082021_result.TextGrid" 6 "ma" "ma"
"250" "05082021_result.TextGrid" 6 "ütleks" "ütleks"
"251" "05082021_result.TextGrid" 6 "et" "et"
"252" "05082021_result.TextGrid" 6 "kui" "kui"
"253" "05082021_result.TextGrid" 6 "keegi" "keegi"
"254" "05082021_result.TextGrid" 6 "tunneb" "tunneb"
"255" "05082021_result.TextGrid" 6 "mind" "mind"
"256" "05082021_result.TextGrid" 6 "kuskil" "kuskile"
"257" "05082021_result.TextGrid" 6 "ära" "ära"
"258" "05082021_result.TextGrid" 6 "siis" "siis"
"259" "05082021_result.TextGrid" 6 "see" "see"
"260" "05082021_result.TextGrid" 6 "on" "on"
"261" "05082021_result.TextGrid" 6 "võibolla" "võibolla"
"262" "05082021_result.TextGrid" 6 "eelkõige" "eelkõige"
"263" "05082021_result.TextGrid" 6 "kas" "kas"
"264" "05082021_result.TextGrid" 6 "modellitöö" "modellitöö"
"265" "05082021_result.TextGrid" 6 "kaudu" "kaudu"
"266" "05082021_result.TextGrid" 6 "või" "või"
"267" "05082021_result.TextGrid" 6 "siis" "siis"
"268" "05082021_result.TextGrid" 7 "võibolla" "võibolla"
"269" "05082021_result.TextGrid" 7 "isegi" "isegi"
"270" "05082021_result.TextGrid" 7 "tiktoki" "tiktoki"
"271" "05082021_result.TextGrid" 7 "kaudu" "kaudu"
"272" "05082021_result.TextGrid" 8 "ma" "ma"
"273" "05082021_result.TextGrid" 8 "arvan" "arvan"
"274" "05082021_result.TextGrid" 8 "et" "et"
"275" "05082021_result.TextGrid" 8 "sa" "sa"
"276" "05082021_result.TextGrid" 8 "rääkisid" "rääkisid"
"277" "05082021_result.TextGrid" 8 "enamuste" "enamuste"
"278" "05082021_result.TextGrid" 8 "eesti" "eesti"
"279" "05082021_result.TextGrid" 8 "teismeliste" "teismeliste"
"280" "05082021_result.TextGrid" 8 "tüdrukute" "tüdrukute"
"281" "05082021_result.TextGrid" 9 "teenage" "####"
"282" "05082021_result.TextGrid" 9 "dream" "####"
"283" "05082021_result.TextGrid" 9 "ei" "####"
"284" "05082021_result.TextGrid" 9 "ma" "####"
"285" "05082021_result.TextGrid" 9 "seal" "####"
"286" "05082021_result.TextGrid" 9 "oli" "####"
"287" "05082021_result.TextGrid" 9 "nii" "####"
"288" "05082021_result.TextGrid" 9 "palju" "####"
"289" "05082021_result.TextGrid" 9 "eestlasi" "tream"
"290" "05082021_result.TextGrid" 9 "mul" "mul"
"291" "05082021_result.TextGrid" 9 "oli" "oli"
"292" "05082021_result.TextGrid" 9 "kõigest" "kõigest"
"293" "05082021_result.TextGrid" 9 "kakssada" "kakssada"
"294" "05082021_result.TextGrid" 9 "eurot" "eurot"
"295" "05082021_result.TextGrid" 9 "ma" "ma"
"296" "05082021_result.TextGrid" 9 "läksin" "läksin"
"297" "05082021_result.TextGrid" 9 "seljakotiga" "seljakotiga"
"298" "05082021_result.TextGrid" 9 "see" "####"
"299" "05082021_result.TextGrid" 9 "oli" "####"
"300" "05082021_result.TextGrid" 9 "nothing" "nothing"
"301" "05082021_result.TextGrid" 9 "besides" "is"
"302" "05082021_result.TextGrid" 9 "my" "sid"
"303" "05082021_result.TextGrid" 9 "dreams" "mi"
"304" "05082021_result.TextGrid" 9 "ja" "dreams"
"305" "05082021_result.TextGrid" 9 "siis" "siis"
"306" "05082021_result.TextGrid" 9 "ma" "ma"
"307" "05082021_result.TextGrid" 9 "jäin" "jäin"
"308" "05082021_result.TextGrid" 9 "hästi" "hästi"
"309" "05082021_result.TextGrid" 9 "kauaks" "kauaks"
"310" "05082021_result.TextGrid" 9 "ja" "ja"
"311" "05082021_result.TextGrid" 9 "tegin" "tegin"
"312" "05082021_result.TextGrid" 9 "asju" "asju"
"313" "05082021_result.TextGrid" 10 "kas" "kas"
"314" "05082021_result.TextGrid" 10 "sul" "sul"
"315" "05082021_result.TextGrid" 10 "on" "on"
"316" "05082021_result.TextGrid" 10 "ka" "ka"
"317" "05082021_result.TextGrid" 10 "siuke" "sisuline"
"318" "05082021_result.TextGrid" 10 "teenage" "tenage"
"319" "05082021_result.TextGrid" 10 "dream" "stream"
"320" "05082021_result.TextGrid" 10 "lugu" "lugu"
"321" "05082021_result.TextGrid" 11 "et" "et"
"322" "05082021_result.TextGrid" 11 "minul" "####"
"323" "05082021_result.TextGrid" 11 "jaa" "minul"
"324" "05082021_result.TextGrid" 11 "ma" "ma"
"325" "05082021_result.TextGrid" 11 "ei" "ei"
"326" "05082021_result.TextGrid" 11 "ütleks" "ütleks"
"327" "05082021_result.TextGrid" 11 "ma" "ma"
"328" "05082021_result.TextGrid" 11 "ütleks" "ütleks"
"329" "05082021_result.TextGrid" 11 "et" "et"
"330" "05082021_result.TextGrid" 11 "ma" "ma"
"331" "05082021_result.TextGrid" 11 "olin" "olin"
"332" "05082021_result.TextGrid" 11 "teismelisena" "####"
"333" "05082021_result.TextGrid" 11 "no" "teismelisena"
"334" "05082021_result.TextGrid" 11 "vastata" "vastata"
"335" "05082021_result.TextGrid" 11 "eelmise" "eelmise"
"336" "05082021_result.TextGrid" 11 "küsimuse" "küsimuse"
"337" "05082021_result.TextGrid" 11 "mina" "mina"
"338" "05082021_result.TextGrid" 11 "####" "alustasin"
"339" "05082021_result.TextGrid" 11 "alustasin" "ma"
"340" "05082021_result.TextGrid" 11 "modellindusega" "tellindusega"
"341" "05082021_result.TextGrid" 11 "minu" "minu"
"342" "05082021_result.TextGrid" 11 "esimene" "esimene"
"343" "05082021_result.TextGrid" 11 "ja" "ja"
"344" "05082021_result.TextGrid" 11 "üks" "üks"
"345" "05082021_result.TextGrid" 11 "vähestest" "vähestest"
"346" "05082021_result.TextGrid" 11 "töödest" "töödest"
"347" "05082021_result.TextGrid" 11 "lapsepõlves" "lapsepõlves"
"348" "05082021_result.TextGrid" 11 "oli" "oli"
"349" "05082021_result.TextGrid" 11 "seitsmeaastasena" "seitsmeaastasena"
"350" "05082021_result.TextGrid" 11 "ja" "ja"
"351" "05082021_result.TextGrid" 11 "siis" "siis"
"352" "05082021_result.TextGrid" 11 "oli" "oli"
"353" "05082021_result.TextGrid" 11 "hästi" "hästi"
"354" "05082021_result.TextGrid" 11 "suur" "suur"
"355" "05082021_result.TextGrid" 11 "lünk" "lünk"
"356" "05082021_result.TextGrid" 11 "vahel" "vahel"
"357" "05082021_result.TextGrid" 11 "ja" "ja"
"358" "05082021_result.TextGrid" 11 "ma" "ma"
"359" "05082021_result.TextGrid" 11 "ütleks" "ütleks"
"360" "05082021_result.TextGrid" 11 "et" "et"
"361" "05082021_result.TextGrid" 11 "ma" "ma"
"362" "05082021_result.TextGrid" 11 "hakkasin" "hakkasin"
"363" "05082021_result.TextGrid" 11 "sellega" "sellega"
"364" "05082021_result.TextGrid" 11 "rohkem" "rohkem"
"365" "05082021_result.TextGrid" 11 "aktiivselt" "aktiivselt"
"366" "05082021_result.TextGrid" 11 "kuskil" "kuskil"
"367" "05082021_result.TextGrid" 11 "neljateist" "neljateist"
"368" "05082021_result.TextGrid" 11 "aastasena" "aastasena"
"369" "05082021_result.TextGrid" 11 "tegelema" "tegelema"
"370" "05082021_result.TextGrid" 12 "ma" "ma"
"371" "05082021_result.TextGrid" 12 "ei" "ei"
"372" "05082021_result.TextGrid" 12 "tea" "tea"
"373" "05082021_result.TextGrid" 12 "ma" "ma"
"374" "05082021_result.TextGrid" 12 "ütleks" "ütleks"
"375" "05082021_result.TextGrid" 12 "et" "et"
"376" "05082021_result.TextGrid" 12 "minu" "minu"
"377" "05082021_result.TextGrid" 12 "lapsepõlveunistus" "lapsepõlveunistus"
"378" "05082021_result.TextGrid" 12 "teenage" "teine"
"379" "05082021_result.TextGrid" 12 "dream" "eesti"
"380" "05082021_result.TextGrid" 12 "oli" "ma"
"381" "05082021_result.TextGrid" 12 "lihtsalt" "lihtsalt"
"382" "05082021_result.TextGrid" 12 "ilus" "ilus"
"383" "05082021_result.TextGrid" 12 "olla" "olla"
"384" "05082021_result.TextGrid" 12 "no" "no"
"385" "05082021_result.TextGrid" 12 "tõesti" "tõesti"
"386" "05082021_result.TextGrid" 12 "ma" "ma"
"387" "05082021_result.TextGrid" 12 "mäletan" "mäletan"
"388" "05082021_result.TextGrid" 12 "teised" "teised"
"389" "05082021_result.TextGrid" 12 "inimesed" "inimesed"
"390" "05082021_result.TextGrid" 12 "rääkisid" "rääkisid"
"391" "05082021_result.TextGrid" 12 "oma" "oma"
"392" "05082021_result.TextGrid" 12 "mingitest" "mingitest"
"393" "05082021_result.TextGrid" 12 "projektidest" "projektidest"
"394" "05082021_result.TextGrid" 12 "mis" "mis"
"395" "05082021_result.TextGrid" 12 "nad" "nad"
"396" "05082021_result.TextGrid" 12 "teha" "teha"
"397" "05082021_result.TextGrid" 12 "tahtsid" "tahtsid"
"398" "05082021_result.TextGrid" 12 "ja" "ja"
"399" "05082021_result.TextGrid" 12 "kelleks" "kelleks"
"400" "05082021_result.TextGrid" 12 "nad" "nad"
"401" "05082021_result.TextGrid" 12 "saada" "saada"
"402" "05082021_result.TextGrid" 12 "tahavad" "tahavad"
"403" "05082021_result.TextGrid" 12 "ja" "ja"
"404" "05082021_result.TextGrid" 12 "minu" "minu"
"405" "05082021_result.TextGrid" 12 "suur" "suur"
"406" "05082021_result.TextGrid" 12 "unistus" "unistus"
"407" "05082021_result.TextGrid" 12 "oli" "oli"
"408" "05082021_result.TextGrid" 12 "tõesti" "tõesti"
"409" "05082021_result.TextGrid" 12 "see" "see"
"410" "05082021_result.TextGrid" 12 "et" "et"
"411" "05082021_result.TextGrid" 12 "ma" "ma"
"412" "05082021_result.TextGrid" 12 "tahtsin" "tahtsin"
"413" "05082021_result.TextGrid" 12 "lihtsalt" "lihtsalt"
"414" "05082021_result.TextGrid" 12 "ilus" "####"
"415" "05082021_result.TextGrid" 12 "olla" "####"
"416" "05082021_result.TextGrid" 12 "glamuurne" "####"
"417" "05082021_result.TextGrid" 12 "ilus" "####"
"418" "05082021_result.TextGrid" 12 "thats" "####"
"419" "05082021_result.TextGrid" 12 "it" "####"
"420" "05082021_result.TextGrid" 13 "mina" "mina"
"421" "05082021_result.TextGrid" 13 "elasin" "elasin"
"422" "05082021_result.TextGrid" 13 "usas" "usas"
"423" "05082021_result.TextGrid" 13 "mingi" "mingi"
"424" "05082021_result.TextGrid" 13 "aeg" "aeg"
"425" "05082021_result.TextGrid" 13 "ja" "ja"
"426" "05082021_result.TextGrid" 13 "ma" "ma"
"427" "05082021_result.TextGrid" 13 "elasin" "elasin"
"428" "05082021_result.TextGrid" 13 "sihukeses" "niisuguses"
"429" "05082021_result.TextGrid" 13 "keskkonnas" "keskkonnas"
"430" "05082021_result.TextGrid" 13 "kus" "kus"
"431" "05082021_result.TextGrid" 13 "ma" "ma"
"432" "05082021_result.TextGrid" 13 "nägin" "nägin"
"433" "05082021_result.TextGrid" 13 "pidevalt" "pidevalt"
"434" "05082021_result.TextGrid" 13 "enda" "enda"
"435" "05082021_result.TextGrid" 13 "ema" "ema"
"436" "05082021_result.TextGrid" 13 "ilusaid" "ilusaid"
"437" "05082021_result.TextGrid" 13 "ägedaid" "ägedaid"
"438" "05082021_result.TextGrid" 13 "glamuurseid" "glamuurseid"
"439" "05082021_result.TextGrid" 13 "sõbrannasid" "sõbrannasid"
"440" "05082021_result.TextGrid" 13 "ja" "ja"
"441" "05082021_result.TextGrid" 13 "sõpru" "sõpru"
"442" "05082021_result.TextGrid" 13 "ja" "ja"
"443" "05082021_result.TextGrid" 13 "ma" "ma"
"444" "05082021_result.TextGrid" 13 "olin" "olin"
"445" "05082021_result.TextGrid" 13 "hästi" "hästi"
"446" "05082021_result.TextGrid" 13 "suur" "suur"
"447" "05082021_result.TextGrid" 13 "sihuke" "sisuline"
"448" "05082021_result.TextGrid" 14 "päriselu" "päriselu"
"449" "05082021_result.TextGrid" 14 "telesarjade" "telesarjade"
"450" "05082021_result.TextGrid" 14 "nagu" "nagu"
"451" "05082021_result.TextGrid" 14 "fanaatik" "fanaatik"
"452" "05082021_result.TextGrid" 14 "ma" "ma"
"453" "05082021_result.TextGrid" 14 "kogu" "kogu"
"454" "05082021_result.TextGrid" 14 "aeg" "aeg"
"455" "05082021_result.TextGrid" 14 "ja" "ja"
"456" "05082021_result.TextGrid" 14 "m" "####"
"457" "05082021_result.TextGrid" 14 "ma" "ma"
"458" "05082021_result.TextGrid" 14 "issand" "issand"
"459" "05082021_result.TextGrid" 14 "ma" "####"
"460" "05082021_result.TextGrid" 14 "mu" "mu"
"461" "05082021_result.TextGrid" 14 "ema" "ema"
"462" "05082021_result.TextGrid" 14 "käis" "käis"
"463" "05082021_result.TextGrid" 14 "mingi" "mingi"
"464" "05082021_result.TextGrid" 14 "poodides" "poodidest"
"465" "05082021_result.TextGrid" 14 "ostlemas" "ostemas"
"466" "05082021_result.TextGrid" 14 "siis" "siis"
"467" "05082021_result.TextGrid" 14 "ma" "ma"
"468" "05082021_result.TextGrid" 14 "lihtsalt" "lihtsalt"
"469" "05082021_result.TextGrid" 14 "põgenesin" "põgenesin"
"470" "05082021_result.TextGrid" 14 "et" "et"
"471" "05082021_result.TextGrid" 14 "vaadata" "vaadata"
"472" "05082021_result.TextGrid" 14 "neid" "neid"
